,,,All Organs,Kidney,Liver,Pancreas,Kidney / Pancreas,Heart,Lung,Heart / Lung,Intestine,Abdominal Wall,Head & Neck: Craniofacial,GU: Uterus,Upper Limb: Bilateral,Upper Limb: Unilateral,"Face, Scalp"
,Puerto Rico,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rhode Island,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
,South Carolina,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,South Dakota,,25,14,5,1,0,3,2,0,0,0,0,0,0,0,0
,State unassigned,,5,2,1,0,0,3,1,1,0,0,0,0,0,0,0
,Tennessee,,7,4,0,2,0,1,0,0,0,0,0,0,0,0,0
,Texas,,25,18,2,2,1,2,2,1,0,0,0,0,0,0,0
,Utah,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Virginia,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Washington,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Wisconsin,,146,119,10,7,5,8,3,1,0,0,0,0,0,0,0
,Wyoming,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNUM-TX1 University of Minnesota Medical Center, Fairview",All Patient States,,"1,055",809,97,88,116,40,33,0,0,0,0,0,0,0,0
,Alabama,,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0
,Arizona,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Arkansas,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,California,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Florida,,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
,Illinois,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
,Iowa,,4,2,0,0,0,1,1,0,0,0,0,0,0,0,0
,Maryland,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Massachusetts,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,Michigan,,6,5,0,1,1,0,0,0,0,0,0,0,0,0,0
,Minnesota,,886,696,84,66,98,31,20,0,0,0,0,0,0,0,0
,Mississippi,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Missouri,,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
,Montana,,6,4,1,0,1,0,1,0,0,0,0,0,0,0,0
,Nebraska,,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
,Nevada,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,New Mexico,,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
,New York,,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0
,North Dakota,,29,13,10,1,2,3,2,0,0,0,0,0,0,0,0
,Oregon,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,Pennsylvania,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,
,South Dakota,,14,7,0,1,1,3,4,0,0,0,0,0,0,0,0
,State unassigned,,8,7,0,0,1,1,0,0,0,0,0,0,0,0,0
,Texas,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Virginia,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Washington,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Wisconsin,,76,60,2,9,9,1,4,0,0,0,0,0,0,0,0
MOBH-TX1 Barnes-Jewish Hospital,All Patient States,,848,746,44,2,19,24,14,4,0,0,0,0,0,0,0
,Arizona,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,Arkansas,,20,19,1,0,0,0,0,0,0,0,0,0,0,0,0
,California,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Florida,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Georgia,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Illinois,,241,207,15,2,6,7,4,1,0,0,0,0,0,0,0
,Indiana,,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0
,Iowa,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Kansas,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Kentucky,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,Massachusetts,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Missouri,,554,499,20,0,12,17,9,1,0,0,0,0,0,0,0
,Oklahoma,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Oregon,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,State unassigned,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
,Tennessee,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,Texas,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Utah,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Virginia,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Washington,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MOCG-TX1 Cardinal Glennon Children's Hospital,All Patient States,,18,5,4,0,0,9,0,0,0,0,0,0,0,0,0
,Illinois,,5,2,1,0,0,2,0,0,0,0,0,0,0,0,0
,Missouri,,13,3,3,0,0,7,0,0,0,0,0,0,0,0,0
MOCH-TX1 St. Louis Children's Hospital at Washington University Medical Center,All Patient States,,23,6,8,0,0,9,4,1,0,0,0,0,0,0,0
,Arkansas,,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0
,Illinois,,7,2,3,0,0,2,1,0,0,0,0,0,0,0,0
,Missouri,,11,4,3,0,0,5,1,1,0,0,0,0,0,0,0
,Oklahoma,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Tennessee,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Texas,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MOCM-TX1 Children's Mercy Hospital,All Patient States,,62,58,0,0,0,4,0,0,0,0,0,0,0,0,0
,Kansas,,34,32,0,0,0,2,0,0,0,0,0,0,0,0,0
,Missouri,,26,24,0,0,0,2,0,0,0,0,0,0,0,0,0
,Oklahoma,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,
MODU-TX1 DePaul Health Center,All Patient States,,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0
,Illinois,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Missouri,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
,State unassigned,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MOJM-TX1 St Johns Mercy Medical Center,All Patient States,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,Missouri,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
MOLH-TX1 St Luke's Hospital of Kansas City,All Patient States,,265,220,31,0,0,15,0,0,0,0,0,0,0,0,0
,Arkansas,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Florida,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Illinois,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Iowa,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kansas,,109,101,5,0,0,3,0,0,0,0,0,0,0,0,0
,Missouri,,138,103,26,0,0,10,0,0,0,0,0,0,0,0,0
,Nebraska,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oklahoma,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,State unassigned,,6,4,0,0,0,2,0,0,0,0,0,0,0,0,0
MORH-TX1 Research Medical Center,All Patient States,,138,135,0,0,3,0,0,0,0,0,0,0,0,0,0
,Kansas,,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mississippi,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Missouri,,100,97,0,0,3,0,0,0,0,0,0,0,0,0,0
,State unassigned,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,Texas,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MOSL-TX1 SSM Health Saint Louis University Hospital,All Patient States,,171,139,30,0,2,0,0,0,0,0,0,0,0,0,0
,Alabama,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Arkansas,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Georgia,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Illinois,,36,23,13,0,0,0,0,0,0,0,0,0,0,0,0
,Kentucky,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Missouri,,130,111,17,0,2,0,0,0,0,0,0,0,0,0,0
MOUM-TX1 University of Missouri Hospital and Clinics,All Patient States,,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0
,Georgia,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Illinois,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Indiana,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kansas,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Missouri,,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0
,State unassigned,,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
MSUM-TX1 University of Mississippi Medical Center,All Patient States,,945,899,32,0,6,19,0,0,0,0,0,0,0,0,0
,Alabama,,103,103,0,0,0,0,0,0,0,0,0,0,0,0,0
,Florida,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Louisiana,,19,18,1,0,0,0,0,0,0,0,0,0,0,0,0
,Mississippi,,809,764,31,0,6,19,0,0,0,0,0,0,0,0,0
,
,Tennessee,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
NCBG-TX1 Wake Forest Baptist Medical Center,All Patient States,,702,685,0,35,29,11,0,0,0,0,0,0,0,0,0
,Connecticut,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Georgia,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Massachusetts,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,North Carolina,,630,617,0,32,27,8,0,0,0,0,0,0,0,0,0
,South Carolina,,23,22,0,0,0,1,0,0,0,0,0,0,0,0,0
,Tennessee,,8,7,0,1,0,0,0,0,0,0,0,0,0,0,0
,Texas,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Virginia,,33,31,0,2,2,2,0,0,0,0,0,0,0,0,0
,West Virginia,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
NCCM-TX1 Carolinas Medical Center,All Patient States,,703,569,108,0,18,24,0,0,0,0,0,0,0,0,0
,Georgia,,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
,Michigan,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,North Carolina,,521,423,75,0,16,19,0,0,0,0,0,0,0,0,0
,South Carolina,,177,143,29,0,2,5,0,0,0,0,0,0,0,0,0
,Tennessee,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Virginia,,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
NCDU-TX1 Duke University Hospital,All Patient States,,711,627,36,5,7,37,10,1,5,1,0,0,0,1,0
,Alabama,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Connecticut,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Delaware,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Florida,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Georgia,,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
,Maine,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Maryland,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,New York,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,North Carolina,,605,542,23,3,7,30,5,0,3,1,0,0,0,1,0
,South Carolina,,48,40,5,1,0,1,3,0,1,0,0,0,0,0,0
,Tennessee,,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
,Texas,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Virginia,,35,26,5,0,0,4,1,1,0,0,0,0,0,0,0
,West Virginia,,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
NCEC-TX1 Vidant Medical Center,All Patient States,,395,376,0,3,18,0,0,0,0,0,0,0,0,0,0
,New Jersey,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,North Carolina,,393,374,0,3,18,0,0,0,0,0,0,0,0,0,0
,South Carolina,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NCMH-TX1 University of North Carolina Hospitals,All Patient States,,844,773,30,4,14,22,9,1,0,0,0,0,0,0,0
,Alabama,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Colorado,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,New Jersey,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,
,North Carolina,,819,750,28,4,14,22,9,1,0,0,0,0,0,0,0
,North Dakota,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,South Carolina,,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0
,Tennessee,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Virginia,,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
NDMC-TX1 Sanford Bismarck Medical Center,All Patient States,,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0
,Montana,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
,North Dakota,,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0
,South Dakota,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NDSL-TX1 Sanford Medical Center Fargo,All Patient States,,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0
,Arizona,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Minnesota,,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0
,North Dakota,,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0
,South Dakota,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NECH-TX1 Children's Hospital & Medical Center,All Patient States,,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0
,Iowa,,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
,Nebraska,,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
NEUN-TX1 The Nebraska Medical Center,All Patient States,,304,182,92,11,1,33,1,0,17,0,0,0,0,0,0
,Alabama,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,Arizona,,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0
,California,,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
,Colorado,,6,5,1,1,0,0,0,0,1,0,0,0,0,0,0
,Connecticut,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Georgia,,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
,Illinois,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Iowa,,43,16,20,0,0,7,1,0,0,0,0,0,0,0,0
,Kansas,,4,1,2,1,0,2,0,0,1,0,0,0,0,0,0
,Louisiana,,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0
,Michigan,,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
,Mississippi,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Missouri,,12,2,8,1,0,1,0,0,2,0,0,0,0,0,0
,Nebraska,,198,135,45,1,0,23,0,0,1,0,0,0,0,0,0
,Nevada,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,New York,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oklahoma,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,Rhode Island,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,South Dakota,,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0
,Texas,,6,1,5,4,0,0,0,0,4,0,0,0,0,0,0
,Wisconsin,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
,Wyoming,,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
NHDH-TX1 Mary Hitchcock Memorial Hospital,All Patient States,,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0
,
,Maine,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,New Hampshire,,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0
,New York,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,Vermont,,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0
NJBI-TX1 Newark Beth Israel Medical Center,All Patient States,,37,0,0,0,0,26,11,0,0,0,0,0,0,0,0
,New Jersey,,37,0,0,0,0,26,11,0,0,0,0,0,0,0,0
NJHK-TX1 Hackensack University Medical Center,All Patient States,,227,219,0,5,5,0,0,0,0,0,0,0,0,0,0
,New Jersey,,172,164,0,5,5,0,0,0,0,0,0,0,0,0,0
,New York,,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pennsylvania,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NJLL-TX1 Virtua Our Lady of Lourdes Hospital,All Patient States,,384,307,70,2,11,0,0,0,0,0,0,0,0,0,0
,Delaware,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,New Jersey,,367,291,70,2,10,0,0,0,0,0,0,0,0,0,0
,New York,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pennsylvania,,15,14,0,0,1,0,0,0,0,0,0,0,0,0,0
NJRW-TX1 Robert Wood Johnson University Hospital,All Patient States,,289,270,0,1,6,12,0,0,0,0,0,0,0,0,0
,New Jersey,,272,255,0,0,5,12,0,0,0,0,0,0,0,0,0
,New York,,11,10,0,1,0,0,0,0,0,0,0,0,0,0,0
,Pennsylvania,,6,5,0,0,1,0,0,0,0,0,0,0,0,0,0
NJSB-TX1 Saint Barnabas Medical Center,All Patient States,,"1,559","1,538",0,5,16,0,0,0,0,0,0,0,0,0,0
,California,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Delaware,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Florida,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Maryland,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Massachusetts,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mississippi,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,New Hampshire,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,New Jersey,,"1,465","1,445",0,5,15,0,0,0,0,0,0,0,0,0,0
,New Mexico,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,New York,,63,62,0,0,1,0,0,0,0,0,0,0,0,0,0
,Pennsylvania,,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
NJUH-TX1 University Hospital,All Patient States,,104,0,104,0,0,0,0,0,0,0,0,0,0,0,0
,New Jersey,,102,0,102,0,0,0,0,0,0,0,0,0,0,0,0
,New York,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Pennsylvania,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"NMAQ-TX1 University Hospital, University of New Mexico Health Sciences Center",All Patient States,,192,192,0,0,0,0,0,0,0,0,0,0,0,0,0
,Arizona,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,California,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nebraska,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,New Mexico,,185,185,0,0,0,0,0,0,0,0,0,0,0,0,0
,Utah,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,
NMPH-TX1 Presbyterian Hospital,All Patient States,,327,324,0,2,3,0,0,0,0,0,0,0,0,0,0
,Arizona,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Colorado,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Florida,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,New Jersey,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,New Mexico,,320,317,0,2,3,0,0,0,0,0,0,0,0,0,0
,Texas,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NVUM-TX1 University Medical Center of Southern Nevada,All Patient States,,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0
,Arizona,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,California,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nevada,,184,184,0,0,0,0,0,0,0,0,0,0,0,0,0
NYAM-TX1 Albany Medical Center Hospital,All Patient States,,176,172,0,4,4,0,0,0,0,0,0,0,0,0,0
,Massachusetts,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,New Jersey,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,New York,,169,165,0,4,4,0,0,0,0,0,0,0,0,0,0
,Pennsylvania,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Vermont,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NYCC-TX1 Long Island Jewish Medical Center-Cohen Children's Medical Center,All Patient States,,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
,New York,,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
NYCP-TX1 NY Presbyterian Hospital/Columbia Univ. Medical Center,All Patient States,,957,606,145,37,13,120,70,1,2,0,0,0,0,0,0
,California,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Connecticut,,35,20,3,3,2,3,6,0,0,0,0,0,0,0,0
,Delaware,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Florida,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,Illinois,,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
,Massachusetts,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Mississippi,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,New Jersey,,136,71,35,4,0,23,7,0,0,0,0,0,0,0,0
,New York,,763,500,101,28,11,92,57,1,1,0,0,0,0,0,0
,Pennsylvania,,9,7,0,1,0,1,0,0,0,0,0,0,0,0,0
,State unassigned,,4,2,2,1,0,0,0,0,1,0,0,0,0,0,0
,Vermont,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"NYDS-TX1 State University of New York, Downstate Medical Center",All Patient States,,170,170,0,0,0,0,0,0,0,0,0,0,0,0,0
,New Jersey,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,New York,,169,169,0,0,0,0,0,0,0,0,0,0,0,0,0
NYEC-TX1 Erie County Medical Center,All Patient States,,186,185,0,2,8,0,0,0,0,0,0,0,0,0,0
,New Jersey,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,New York,,182,182,0,1,8,0,0,0,0,0,0,0,0,0,0
,Pennsylvania,,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
,Puerto Rico,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"NYFL-TX1 Strong Memorial Hospital, University of Rochester Medical Center",All Patient States,,528,434,66,7,8,29,0,0,0,0,0,0,0,0,0
,
,New Mexico,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,New York,,519,430,62,7,8,28,0,0,0,0,0,0,0,0,0
,Pennsylvania,,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0
,State unassigned,,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0
NYMA-TX1 Montefiore Medical Center,All Patient States,,"1,261","1,127",48,38,43,39,27,1,0,0,0,0,0,0,0
,California,,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
,Connecticut,,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0
,Florida,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kentucky,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Massachusetts,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,New Jersey,,17,9,6,0,0,1,2,0,0,0,0,0,0,0,0
,New Mexico,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,New York,,"1,224","1,103",41,37,43,36,24,1,0,0,0,0,0,0,0
,Pennsylvania,,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0
,Puerto Rico,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Vermont,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NYMS-TX1 Mount Sinai Medical Center,All Patient States,,"2,175","1,821",272,46,27,87,0,0,5,0,0,0,0,0,0
,California,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Connecticut,,10,5,4,0,0,0,0,0,1,0,0,0,0,0,0
,Florida,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Georgia,,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
,Maryland,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Massachusetts,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
,New Jersey,,108,64,33,7,2,8,0,0,0,0,0,0,0,0,0
,New Mexico,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,New York,,"2,040","1,740",232,39,25,77,0,0,4,0,0,0,0,0,0
,Pennsylvania,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Puerto Rico,,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
,South Carolina,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,State unassigned,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
NYNS-TX1 North Shore University Hospital/Northwell Health,All Patient States,,476,431,23,0,0,22,0,0,0,0,0,0,0,0,0
,New Jersey,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,New York,,473,429,22,0,0,22,0,0,0,0,0,0,0,0,0
,State unassigned,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
NYNY-TX1 New York-Presbyterian Hospital/Weill Cornell Medical Center,All Patient States,,"1,129","1,059",62,9,17,0,0,0,0,0,0,0,0,0,0
,Connecticut,,18,16,2,0,0,0,0,0,0,0,0,0,0,0,0
,Florida,,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
,Maine,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Maryland,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Massachusetts,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,New Jersey,,60,48,12,0,1,0,0,0,0,0,0,0,0,0,0
,
,New York,,"1,035",982,45,9,16,0,0,0,0,0,0,0,0,0,0
,Pennsylvania,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,South Carolina,,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
,State unassigned,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Vermont,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NYSB-TX1 University Hospital of State University of New York at Stony Brook,All Patient States,,208,208,0,0,0,0,0,0,0,0,0,0,0,0,0
,Connecticut,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,New Jersey,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,New York,,205,205,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pennsylvania,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NYUC-TX1 New York University Medical Center,All Patient States,,717,579,112,4,14,20,12,1,0,0,0,0,0,0,0
,Arizona,,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0
,Connecticut,,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0
,Delaware,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,District of Columbia,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Florida,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,Georgia,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Illinois,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Maryland,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,Massachusetts,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,New Hampshire,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
