Center,Center_Code,Center_Name,Kidney,Liver,Pancreas,Kidney / Pancreas,Heart
PAVA-TX1 VA Pittsburgh Healthcare System,PAVA-TX1,VA Pittsburgh Healthcare System,79,11,0.0,0,0
PAVA-TX1 VA Pittsburgh Healthcare System,PAVA-TX1,VA Pittsburgh Healthcare System,4,0,0.0,0,0
PAVA-TX1 VA Pittsburgh Healthcare System,PAVA-TX1,VA Pittsburgh Healthcare System,15,0,0.0,0,0
PAVA-TX1 VA Pittsburgh Healthcare System,PAVA-TX1,VA Pittsburgh Healthcare System,2,0,0.0,0,0
PAVA-TX1 VA Pittsburgh Healthcare System,PAVA-TX1,VA Pittsburgh Healthcare System,1,0,0.0,0,0
PAVA-TX1 VA Pittsburgh Healthcare System,PAVA-TX1,VA Pittsburgh Healthcare System,1,2,0.0,0,0
PAVA-TX1 VA Pittsburgh Healthcare System,PAVA-TX1,VA Pittsburgh Healthcare System,53,0,0.0,0,0
PAVA-TX1 VA Pittsburgh Healthcare System,PAVA-TX1,VA Pittsburgh Healthcare System,18,3,0.0,0,0
PAVA-TX1 VA Pittsburgh Healthcare System,PAVA-TX1,VA Pittsburgh Healthcare System,6,0,0.0,0,0
PRCC-TX1 Cardiovascular Center of Puerto Rico and the Caribbean,PRCC-TX1,Cardiovascular Center of Puerto Rico and the Caribbean,0,0,0.0,0,2
PRCC-TX1 Cardiovascular Center of Puerto Rico and the Caribbean,PRCC-TX1,Cardiovascular Center of Puerto Rico and the Caribbean,0,0,0.0,0,2
PRSJ-TX1 Auxilio Mutuo Hospital,PRSJ-TX1,Auxilio Mutuo Hospital,273,17,0.0,3,0
PRSJ-TX1 Auxilio Mutuo Hospital,PRSJ-TX1,Auxilio Mutuo Hospital,272,17,0.0,3,0
PRSJ-TX1 Auxilio Mutuo Hospital,PRSJ-TX1,Auxilio Mutuo Hospital,1,0,0.0,0,0
RIRH-TX1 Rhode Island Hospital,RIRH-TX1,Rhode Island Hospital,271,0,0.0,0,0
RIRH-TX1 Rhode Island Hospital,RIRH-TX1,Rhode Island Hospital,1,0,0.0,0,0
RIRH-TX1 Rhode Island Hospital,RIRH-TX1,Rhode Island Hospital,21,0,0.0,0,0
RIRH-TX1 Rhode Island Hospital,RIRH-TX1,Rhode Island Hospital,2,0,0.0,0,0
RIRH-TX1 Rhode Island Hospital,RIRH-TX1,Rhode Island Hospital,247,0,0.0,0,0
SCCH-TX1 MUSC Children's Hospital,SCCH-TX1,MUSC Children's Hospital,0,0,0.0,0,18
SCCH-TX1 MUSC Children's Hospital,SCCH-TX1,MUSC Children's Hospital,0,0,0.0,0,18
SCMU-TX1 Medical University of South Carolina,SCMU-TX1,Medical University of South Carolina,"1,176",79,10.0,53,34
SCMU-TX1 Medical University of South Carolina,SCMU-TX1,Medical University of South Carolina,2,0,0.0,0,0
SCMU-TX1 Medical University of South Carolina,SCMU-TX1,Medical University of South Carolina,2,0,0.0,1,0
SCMU-TX1 Medical University of South Carolina,SCMU-TX1,Medical University of South Carolina,86,3,1.0,6,2
SCMU-TX1 Medical University of South Carolina,SCMU-TX1,Medical University of South Carolina,1,0,0.0,0,0
SCMU-TX1 Medical University of South Carolina,SCMU-TX1,Medical University of South Carolina,1,0,0.0,0,0
SCMU-TX1 Medical University of South Carolina,SCMU-TX1,Medical University of South Carolina,0,1,0.0,0,0
SCMU-TX1 Medical University of South Carolina,SCMU-TX1,Medical University of South Carolina,33,1,1.0,2,0
SCMU-TX1 Medical University of South Carolina,SCMU-TX1,Medical University of South Carolina,"1,049",74,8.0,44,32
SCMU-TX1 Medical University of South Carolina,SCMU-TX1,Medical University of South Carolina,2,0,0.0,0,0
SDMK-TX1 Avera McKennan Hospital,SDMK-TX1,Avera McKennan Hospital,239,36,3.0,12,0
SDMK-TX1 Avera McKennan Hospital,SDMK-TX1,Avera McKennan Hospital,1,0,0.0,0,0
SDMK-TX1 Avera McKennan Hospital,SDMK-TX1,Avera McKennan Hospital,1,0,0.0,0,0
SDMK-TX1 Avera McKennan Hospital,SDMK-TX1,Avera McKennan Hospital,24,5,2.0,1,0
SDMK-TX1 Avera McKennan Hospital,SDMK-TX1,Avera McKennan Hospital,4,4,0.0,0,0
SDMK-TX1 Avera McKennan Hospital,SDMK-TX1,Avera McKennan Hospital,20,1,0.0,2,0
SDMK-TX1 Avera McKennan Hospital,SDMK-TX1,Avera McKennan Hospital,2,1,0.0,1,0
SDMK-TX1 Avera McKennan Hospital,SDMK-TX1,Avera McKennan Hospital,185,25,1.0,8,0
SDMK-TX1 Avera McKennan Hospital,SDMK-TX1,Avera McKennan Hospital,2,0,0.0,0,0
SDSV-TX1 Sanford Health/USD Medical Center,SDSV-TX1,Sanford Health/USD Medical Center,75,0,0.0,0,0
SDSV-TX1 Sanford Health/USD Medical Center,SDSV-TX1,Sanford Health/USD Medical Center,7,0,0.0,0,0
SDSV-TX1 Sanford Health/USD Medical Center,SDSV-TX1,Sanford Health/USD Medical Center,9,0,0.0,0,0
SDSV-TX1 Sanford Health/USD Medical Center,SDSV-TX1,Sanford Health/USD Medical Center,5,0,0.0,0,0
SDSV-TX1 Sanford Health/USD Medical Center,SDSV-TX1,Sanford Health/USD Medical Center,52,0,0.0,0,0
SDSV-TX1 Sanford Health/USD Medical Center,SDSV-TX1,Sanford Health/USD Medical Center,2,0,0.0,0,0
TNBM-TX1 Baptist Memorial Hospital,TNBM-TX1,Baptist Memorial Hospital,0,0,0.0,0,22
TNBM-TX1 Baptist Memorial Hospital,TNBM-TX1,Baptist Memorial Hospital,0,0,0.0,0,1
TNBM-TX1 Baptist Memorial Hospital,TNBM-TX1,Baptist Memorial Hospital,0,0,0.0,0,9
TNBM-TX1 Baptist Memorial Hospital,TNBM-TX1,Baptist Memorial Hospital,0,0,0.0,0,12
TNEM-TX1 Erlanger Medical Center,TNEM-TX1,Erlanger Medical Center,219,0,0.0,0,0
TNEM-TX1 Erlanger Medical Center,TNEM-TX1,Erlanger Medical Center,35,0,0.0,0,0
TNEM-TX1 Erlanger Medical Center,TNEM-TX1,Erlanger Medical Center,72,0,0.0,0,0
TNEM-TX1 Erlanger Medical Center,TNEM-TX1,Erlanger Medical Center,5,0,0.0,0,0
TNEM-TX1 Erlanger Medical Center,TNEM-TX1,Erlanger Medical Center,107,0,0.0,0,0
TNLB-TX1 Le Bonheur Children's Medical Center,TNLB-TX1,Le Bonheur Children's Medical Center,2,4,0.0,0,4
TNLB-TX1 Le Bonheur Children's Medical Center,TNLB-TX1,Le Bonheur Children's Medical Center,0,3,0.0,0,0
TNLB-TX1 Le Bonheur Children's Medical Center,TNLB-TX1,Le Bonheur Children's Medical Center,0,1,0.0,0,0
TNLB-TX1 Le Bonheur Children's Medical Center,TNLB-TX1,Le Bonheur Children's Medical Center,2,0,0.0,0,4
TNMH-TX1 Methodist University Hospital,TNMH-TX1,Methodist University Hospital,901,69,6.0,20,0
TNMH-TX1 Methodist University Hospital,TNMH-TX1,Methodist University Hospital,4,0,0.0,0,0
TNMH-TX1 Methodist University Hospital,TNMH-TX1,Methodist University Hospital,124,6,4.0,6,0
TNMH-TX1 Methodist University Hospital,TNMH-TX1,Methodist University Hospital,1,0,0.0,0,0
TNMH-TX1 Methodist University Hospital,TNMH-TX1,Methodist University Hospital,0,2,0.0,0,0
TNMH-TX1 Methodist University Hospital,TNMH-TX1,Methodist University Hospital,1,0,0.0,0,0
TNMH-TX1 Methodist University Hospital,TNMH-TX1,Methodist University Hospital,148,13,0.0,5,0
TNMH-TX1 Methodist University Hospital,TNMH-TX1,Methodist University Hospital,13,1,0.0,0,0
TNMH-TX1 Methodist University Hospital,TNMH-TX1,Methodist University Hospital,1,1,0.0,0,0
TNMH-TX1 Methodist University Hospital,TNMH-TX1,Methodist University Hospital,2,8,0.0,0,0
TNMH-TX1 Methodist University Hospital,TNMH-TX1,Methodist University Hospital,606,38,2.0,9,0
TNMH-TX1 Methodist University Hospital,TNMH-TX1,Methodist University Hospital,1,0,0.0,0,0
TNPV-TX1 Centennial Medical Center,TNPV-TX1,Centennial Medical Center,31,0,0.0,0,0
TNPV-TX1 Centennial Medical Center,TNPV-TX1,Centennial Medical Center,5,0,0.0,0,0
TNPV-TX1 Centennial Medical Center,TNPV-TX1,Centennial Medical Center,26,0,0.0,0,0
TNST-TX1 Saint Thomas Hospital,TNST-TX1,Saint Thomas Hospital,162,0,0.0,0,6
TNST-TX1 Saint Thomas Hospital,TNST-TX1,Saint Thomas Hospital,15,0,0.0,0,0
TNST-TX1 Saint Thomas Hospital,TNST-TX1,Saint Thomas Hospital,1,0,0.0,0,0
TNST-TX1 Saint Thomas Hospital,TNST-TX1,Saint Thomas Hospital,1,0,0.0,0,0
TNST-TX1 Saint Thomas Hospital,TNST-TX1,Saint Thomas Hospital,1,0,0.0,0,0
TNST-TX1 Saint Thomas Hospital,TNST-TX1,Saint Thomas Hospital,6,0,0.0,0,0
TNST-TX1 Saint Thomas Hospital,TNST-TX1,Saint Thomas Hospital,2,0,0.0,0,0
TNST-TX1 Saint Thomas Hospital,TNST-TX1,Saint Thomas Hospital,1,0,0.0,0,0
TNST-TX1 Saint Thomas Hospital,TNST-TX1,Saint Thomas Hospital,135,0,0.0,0,6
TNUK-TX1 University of Tennessee Medical Center at Knoxville,TNUK-TX1,University of Tennessee Medical Center at Knoxville,244,0,0.0,0,0
TNUK-TX1 University of Tennessee Medical Center at Knoxville,TNUK-TX1,University of Tennessee Medical Center at Knoxville,1,0,0.0,0,0
TNUK-TX1 University of Tennessee Medical Center at Knoxville,TNUK-TX1,University of Tennessee Medical Center at Knoxville,4,0,0.0,0,0
TNUK-TX1 University of Tennessee Medical Center at Knoxville,TNUK-TX1,University of Tennessee Medical Center at Knoxville,3,0,0.0,0,0
TNUK-TX1 University of Tennessee Medical Center at Knoxville,TNUK-TX1,University of Tennessee Medical Center at Knoxville,224,0,0.0,0,0
TNUK-TX1 University of Tennessee Medical Center at Knoxville,TNUK-TX1,University of Tennessee Medical Center at Knoxville,12,0,0.0,0,0
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,"1,303",179,1.0,14,55
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,248,17,0.0,2,1
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,3,0,0.0,0,0
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,17,3,0.0,0,5
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,0,1,0.0,0,0
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,40,4,0.0,0,2
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,46,3,0.0,0,7
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,9,0,0.0,0,1
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,16,3,0.0,0,0
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,1,0,0.0,0,1
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,2,0,0.0,0,0
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,85,11,0.0,1,2
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,3,0,0.0,0,2
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,1,0,0.0,0,0
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,21,2,0.0,0,2
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,8,3,0.0,0,0
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,0,1,0.0,0,0
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,1,0,0.0,0,0
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,21,0,0.0,0,1
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,1,0,0.0,0,0
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,3,0,0.0,0,1
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,0,1,0.0,0,1
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,19,1,0.0,0,1
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,750,128,1.0,11,28
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,4,0,0.0,0,0
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,4,0,0.0,0,0
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,0,1,0.0,0,0
TXAS-TX1 Baylor  Scott and White All Saints Medical Center-Fort Worth,TXAS-TX1,Baylor  Scott and White All Saints Medical Center-Fort Worth,902,42,1.0,14,0
TXAS-TX1 Baylor  Scott and White All Saints Medical Center-Fort Worth,TXAS-TX1,Baylor  Scott and White All Saints Medical Center-Fort Worth,6,0,0.0,0,0
TXAS-TX1 Baylor  Scott and White All Saints Medical Center-Fort Worth,TXAS-TX1,Baylor  Scott and White All Saints Medical Center-Fort Worth,2,0,0.0,0,0
TXAS-TX1 Baylor  Scott and White All Saints Medical Center-Fort Worth,TXAS-TX1,Baylor  Scott and White All Saints Medical Center-Fort Worth,1,0,0.0,0,0
TXAS-TX1 Baylor  Scott and White All Saints Medical Center-Fort Worth,TXAS-TX1,Baylor  Scott and White All Saints Medical Center-Fort Worth,28,0,0.0,0,0
TXAS-TX1 Baylor  Scott and White All Saints Medical Center-Fort Worth,TXAS-TX1,Baylor  Scott and White All Saints Medical Center-Fort Worth,1,0,0.0,0,0
TXAS-TX1 Baylor  Scott and White All Saints Medical Center-Fort Worth,TXAS-TX1,Baylor  Scott and White All Saints Medical Center-Fort Worth,6,0,0.0,0,0
TXAS-TX1 Baylor  Scott and White All Saints Medical Center-Fort Worth,TXAS-TX1,Baylor  Scott and White All Saints Medical Center-Fort Worth,11,2,0.0,0,0
TXAS-TX1 Baylor  Scott and White All Saints Medical Center-Fort Worth,TXAS-TX1,Baylor  Scott and White All Saints Medical Center-Fort Worth,847,40,1.0,14,0
"TXBC-TX1 University Hospital, University of Texas Health Science Center",TXBC-TX1,"University Hospital, University of Texas Health Science Center",490,118,0.0,0,0
"TXBC-TX1 University Hospital, University of Texas Health Science Center",TXBC-TX1,"University Hospital, University of Texas Health Science Center",1,0,0.0,0,0
"TXBC-TX1 University Hospital, University of Texas Health Science Center",TXBC-TX1,"University Hospital, University of Texas Health Science Center",0,1,0.0,0,0
"TXBC-TX1 University Hospital, University of Texas Health Science Center",TXBC-TX1,"University Hospital, University of Texas Health Science Center",489,117,0.0,0,0
TXCF-TX1 Cook Children's Medical Center,TXCF-TX1,Cook Children's Medical Center,14,0,0.0,0,0
TXCF-TX1 Cook Children's Medical Center,TXCF-TX1,Cook Children's Medical Center,14,0,0.0,0,0
TXCM-TX1 Children's Medical Center of Dallas,TXCM-TX1,Children's Medical Center of Dallas,31,28,0.0,0,14
TXCM-TX1 Children's Medical Center of Dallas,TXCM-TX1,Children's Medical Center of Dallas,1,0,0.0,0,0
TXCM-TX1 Children's Medical Center of Dallas,TXCM-TX1,Children's Medical Center of Dallas,2,0,0.0,0,0
TXCM-TX1 Children's Medical Center of Dallas,TXCM-TX1,Children's Medical Center of Dallas,0,0,0.0,0,1
TXCM-TX1 Children's Medical Center of Dallas,TXCM-TX1,Children's Medical Center of Dallas,0,2,0.0,0,0
TXCM-TX1 Children's Medical Center of Dallas,TXCM-TX1,Children's Medical Center of Dallas,28,26,0.0,0,13
TXCT-TX1 Seton Medical Center Austin,TXCT-TX1,Seton Medical Center Austin,0,0,0.0,0,10
TXCT-TX1 Seton Medical Center Austin,TXCT-TX1,Seton Medical Center Austin,0,0,0.0,0,10
TXDC-TX1 Driscoll Children's Hospital,TXDC-TX1,Driscoll Children's Hospital,6,0,0.0,0,0
TXDC-TX1 Driscoll Children's Hospital,TXDC-TX1,Driscoll Children's Hospital,6,0,0.0,0,0
TXDL-TX1 Dell Children's Medical Center,TXDL-TX1,Dell Children's Medical Center,0,0,0.0,0,2
TXDL-TX1 Dell Children's Medical Center,TXDL-TX1,Dell Children's Medical Center,0,0,0.0,0,2
TXDM-TX1 North Austin Medical Center,TXDM-TX1,North Austin Medical Center,107,0,0.0,0,0
TXDM-TX1 North Austin Medical Center,TXDM-TX1,North Austin Medical Center,2,0,0.0,0,0
TXDM-TX1 North Austin Medical Center,TXDM-TX1,North Austin Medical Center,1,0,0.0,0,0
TXDM-TX1 North Austin Medical Center,TXDM-TX1,North Austin Medical Center,104,0,0.0,0,0
TXDR-TX1 Doctor's Hospital at Renaissance,TXDR-TX1,Doctor's Hospital at Renaissance,222,0,0.0,0,0
TXDR-TX1 Doctor's Hospital at Renaissance,TXDR-TX1,Doctor's Hospital at Renaissance,222,0,0.0,0,0
TXFW-TX1 Texas Health Harris Methodist Fort Worth Hospital,TXFW-TX1,Texas Health Harris Methodist Fort Worth Hospital,131,0,0.0,0,0
TXFW-TX1 Texas Health Harris Methodist Fort Worth Hospital,TXFW-TX1,Texas Health Harris Methodist Fort Worth Hospital,131,0,0.0,0,0
TXHD-TX1 Medical City Dallas Hospital,TXHD-TX1,Medical City Dallas Hospital,258,0,2.0,7,7
TXHD-TX1 Medical City Dallas Hospital,TXHD-TX1,Medical City Dallas Hospital,1,0,0.0,0,0
TXHD-TX1 Medical City Dallas Hospital,TXHD-TX1,Medical City Dallas Hospital,0,0,0.0,0,1
TXHD-TX1 Medical City Dallas Hospital,TXHD-TX1,Medical City Dallas Hospital,1,0,0.0,0,0
TXHD-TX1 Medical City Dallas Hospital,TXHD-TX1,Medical City Dallas Hospital,256,0,2.0,7,6
"TXHH-TX1 Memorial Hermann Hospital, University of Texas at Houston",TXHH-TX1,"Memorial Hermann Hospital, University of Texas at Houston",225,33,0.0,5,55
"TXHH-TX1 Memorial Hermann Hospital, University of Texas at Houston",TXHH-TX1,"Memorial Hermann Hospital, University of Texas at Houston",1,0,0.0,0,0
"TXHH-TX1 Memorial Hermann Hospital, University of Texas at Houston",TXHH-TX1,"Memorial Hermann Hospital, University of Texas at Houston",4,0,0.0,0,1
"TXHH-TX1 Memorial Hermann Hospital, University of Texas at Houston",TXHH-TX1,"Memorial Hermann Hospital, University of Texas at Houston",220,33,0.0,5,54
TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,TXHI-TX1,CHI St. Luke's Health Baylor College of Medicine Medical Center,827,233,0.0,0,33
TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,TXHI-TX1,CHI St. Luke's Health Baylor College of Medicine Medical Center,0,0,0.0,0,0
TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,TXHI-TX1,CHI St. Luke's Health Baylor College of Medicine Medical Center,1,0,0.0,0,0
TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,TXHI-TX1,CHI St. Luke's Health Baylor College of Medicine Medical Center,6,2,0.0,0,0
TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,TXHI-TX1,CHI St. Luke's Health Baylor College of Medicine Medical Center,2,0,0.0,0,0
TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,TXHI-TX1,CHI St. Luke's Health Baylor College of Medicine Medical Center,0,1,0.0,0,0
TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,TXHI-TX1,CHI St. Luke's Health Baylor College of Medicine Medical Center,0,3,0.0,0,0
TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,TXHI-TX1,CHI St. Luke's Health Baylor College of Medicine Medical Center,818,227,0.0,0,33
TXHS-TX1 Methodist Specialty and Transplant Hospital,TXHS-TX1,Methodist Specialty and Transplant Hospital,"1,545",150,9.0,8,20
TXHS-TX1 Methodist Specialty and Transplant Hospital,TXHS-TX1,Methodist Specialty and Transplant Hospital,0,1,0.0,0,0
TXHS-TX1 Methodist Specialty and Transplant Hospital,TXHS-TX1,Methodist Specialty and Transplant Hospital,14,5,0.0,0,0
TXHS-TX1 Methodist Specialty and Transplant Hospital,TXHS-TX1,Methodist Specialty and Transplant Hospital,"1,531",144,9.0,8,20
TXJS-TX1 University of Texas Medical Branch at Galveston,TXJS-TX1,University of Texas Medical Branch at Galveston,470,60,2.0,0,11
TXJS-TX1 University of Texas Medical Branch at Galveston,TXJS-TX1,University of Texas Medical Branch at Galveston,8,0,0.0,0,0
TXJS-TX1 University of Texas Medical Branch at Galveston,TXJS-TX1,University of Texas Medical Branch at Galveston,1,0,0.0,0,0
TXJS-TX1 University of Texas Medical Branch at Galveston,TXJS-TX1,University of Texas Medical Branch at Galveston,461,60,2.0,0,11
TXLP-TX1 Las Palmas Medical Center,TXLP-TX1,Las Palmas Medical Center,197,0,0.0,0,0
TXLP-TX1 Las Palmas Medical Center,TXLP-TX1,Las Palmas Medical Center,33,0,0.0,0,0
TXLP-TX1 Las Palmas Medical Center,TXLP-TX1,Las Palmas Medical Center,164,0,0.0,0,0
TXMC-TX1 Methodist Dallas Medical Center,TXMC-TX1,Methodist Dallas Medical Center,494,70,1.0,7,0
TXMC-TX1 Methodist Dallas Medical Center,TXMC-TX1,Methodist Dallas Medical Center,1,0,0.0,0,0
TXMC-TX1 Methodist Dallas Medical Center,TXMC-TX1,Methodist Dallas Medical Center,3,1,0.0,0,0
TXMC-TX1 Methodist Dallas Medical Center,TXMC-TX1,Methodist Dallas Medical Center,2,0,0.0,0,0
TXMC-TX1 Methodist Dallas Medical Center,TXMC-TX1,Methodist Dallas Medical Center,3,0,0.0,0,0
TXMC-TX1 Methodist Dallas Medical Center,TXMC-TX1,Methodist Dallas Medical Center,1,0,0.0,0,0
TXMC-TX1 Methodist Dallas Medical Center,TXMC-TX1,Methodist Dallas Medical Center,3,0,0.0,0,0
TXMC-TX1 Methodist Dallas Medical Center,TXMC-TX1,Methodist Dallas Medical Center,138,0,0.0,1,0
TXMC-TX1 Methodist Dallas Medical Center,TXMC-TX1,Methodist Dallas Medical Center,343,69,1.0,6,0
TXMH-TX1 Houston Methodist Hospital,TXMH-TX1,Houston Methodist Hospital,"1,359",370,10.0,28,63
TXMH-TX1 Houston Methodist Hospital,TXMH-TX1,Houston Methodist Hospital,0,1,0.0,0,0
TXMH-TX1 Houston Methodist Hospital,TXMH-TX1,Houston Methodist Hospital,0,1,0.0,0,0
TXMH-TX1 Houston Methodist Hospital,TXMH-TX1,Houston Methodist Hospital,0,1,0.0,0,0
TXMH-TX1 Houston Methodist Hospital,TXMH-TX1,Houston Methodist Hospital,0,1,0.0,0,0
TXMH-TX1 Houston Methodist Hospital,TXMH-TX1,Houston Methodist Hospital,1,1,0.0,0,0
TXMH-TX1 Houston Methodist Hospital,TXMH-TX1,Houston Methodist Hospital,1,1,0.0,0,0
TXMH-TX1 Houston Methodist Hospital,TXMH-TX1,Houston Methodist Hospital,0,1,0.0,0,0
TXMH-TX1 Houston Methodist Hospital,TXMH-TX1,Houston Methodist Hospital,0,1,0.0,0,0
TXMH-TX1 Houston Methodist Hospital,TXMH-TX1,Houston Methodist Hospital,0,1,0.0,0,0
TXMH-TX1 Houston Methodist Hospital,TXMH-TX1,Houston Methodist Hospital,37,7,0.0,0,4
TXMH-TX1 Houston Methodist Hospital,TXMH-TX1,Houston Methodist Hospital,0,1,0.0,0,0
TXMH-TX1 Houston Methodist Hospital,TXMH-TX1,Houston Methodist Hospital,1,1,0.0,0,0
TXMH-TX1 Houston Methodist Hospital,TXMH-TX1,Houston Methodist Hospital,1,0,0.0,0,0
TXMH-TX1 Houston Methodist Hospital,TXMH-TX1,Houston Methodist Hospital,2,2,0.0,0,0
TXMH-TX1 Houston Methodist Hospital,TXMH-TX1,Houston Methodist Hospital,1,0,0.0,0,0
TXMH-TX1 Houston Methodist Hospital,TXMH-TX1,Houston Methodist Hospital,0,1,0.0,0,0
TXMH-TX1 Houston Methodist Hospital,TXMH-TX1,Houston Methodist Hospital,0,2,0.0,0,0
TXMH-TX1 Houston Methodist Hospital,TXMH-TX1,Houston Methodist Hospital,1,0,0.0,0,0
TXMH-TX1 Houston Methodist Hospital,TXMH-TX1,Houston Methodist Hospital,0,1,0.0,0,0
TXMH-TX1 Houston Methodist Hospital,TXMH-TX1,Houston Methodist Hospital,2,2,1.0,1,1
TXMH-TX1 Houston Methodist Hospital,TXMH-TX1,Houston Methodist Hospital,3,1,1.0,0,0
TXMH-TX1 Houston Methodist Hospital,TXMH-TX1,Houston Methodist Hospital,"1,309",340,8.0,27,58
TXMH-TX1 Houston Methodist Hospital,TXMH-TX1,Houston Methodist Hospital,0,1,0.0,0,0
TXMH-TX1 Houston Methodist Hospital,TXMH-TX1,Houston Methodist Hospital,0,2,0.0,0,0
TXPL-TX1 Medical City Fort Worth,TXPL-TX1,Medical City Fort Worth,145,0,0.0,4,0
TXPL-TX1 Medical City Fort Worth,TXPL-TX1,Medical City Fort Worth,11,0,0.0,0,0
TXPL-TX1 Medical City Fort Worth,TXPL-TX1,Medical City Fort Worth,1,0,0.0,0,0
TXPL-TX1 Medical City Fort Worth,TXPL-TX1,Medical City Fort Worth,1,0,0.0,0,0
TXPL-TX1 Medical City Fort Worth,TXPL-TX1,Medical City Fort Worth,1,0,0.0,0,0
TXPL-TX1 Medical City Fort Worth,TXPL-TX1,Medical City Fort Worth,3,0,0.0,0,0
TXPL-TX1 Medical City Fort Worth,TXPL-TX1,Medical City Fort Worth,1,0,0.0,0,0
TXPL-TX1 Medical City Fort Worth,TXPL-TX1,Medical City Fort Worth,1,0,0.0,0,0
TXPL-TX1 Medical City Fort Worth,TXPL-TX1,Medical City Fort Worth,1,0,0.0,0,0
TXPL-TX1 Medical City Fort Worth,TXPL-TX1,Medical City Fort Worth,2,0,0.0,0,0
TXPL-TX1 Medical City Fort Worth,TXPL-TX1,Medical City Fort Worth,3,0,0.0,0,0
TXPL-TX1 Medical City Fort Worth,TXPL-TX1,Medical City Fort Worth,1,0,0.0,0,0
TXPL-TX1 Medical City Fort Worth,TXPL-TX1,Medical City Fort Worth,119,0,0.0,4,0
TXPM-TX1 Parkland Health and Hospital System,TXPM-TX1,Parkland Health and Hospital System,155,0,0.0,0,0
TXPM-TX1 Parkland Health and Hospital System,TXPM-TX1,Parkland Health and Hospital System,155,0,0.0,0,0
TXRM-TX1 Christus Santa Rosa Hospital Medical Center,TXRM-TX1,Christus Santa Rosa Hospital Medical Center,1,0,0.0,0,0
TXRM-TX1 Christus Santa Rosa Hospital Medical Center,TXRM-TX1,Christus Santa Rosa Hospital Medical Center,1,0,0.0,0,0
TXSP-TX1 UT Southwestern Medical Center/William P. Clements Jr. University Hospital,TXSP-TX1,UT Southwestern Medical Center/William P. Clements Jr. University Hospital,553,134,0.0,0,48
TXSP-TX1 UT Southwestern Medical Center/William P. Clements Jr. University Hospital,TXSP-TX1,UT Southwestern Medical Center/William P. Clements Jr. University Hospital,1,0,0.0,0,0
TXSP-TX1 UT Southwestern Medical Center/William P. Clements Jr. University Hospital,TXSP-TX1,UT Southwestern Medical Center/William P. Clements Jr. University Hospital,1,0,0.0,0,0
