Center,Center_Code,Center_Name,States,Time_Waited,Kidney,Liver,Pancreas,Kidney / Pancreas,Heart
TNPV-TX1 Centennial Medical Center,TNPV-TX1,Centennial Medical Center,Tennessee,2 Years to < 3 Years,9,0,0.0,0,0
TNPV-TX1 Centennial Medical Center,TNPV-TX1,Centennial Medical Center,Tennessee,3 Years to < 5 Years,8,0,0.0,0,0
TNPV-TX1 Centennial Medical Center,TNPV-TX1,Centennial Medical Center,Tennessee,5 or More Years,7,0,0.0,0,0
TNST-TX1 Saint Thomas Hospital,TNST-TX1,Saint Thomas Hospital,All Center States,All Time,162,0,0.0,0,6
TNST-TX1 Saint Thomas Hospital,TNST-TX1,Saint Thomas Hospital,All Center States,< 30 Days,16,0,0.0,0,2
TNST-TX1 Saint Thomas Hospital,TNST-TX1,Saint Thomas Hospital,All Center States,30 to < 90 Days,28,0,0.0,0,1
TNST-TX1 Saint Thomas Hospital,TNST-TX1,Saint Thomas Hospital,All Center States,90 Days to < 6 Months,38,0,0.0,0,1
TNST-TX1 Saint Thomas Hospital,TNST-TX1,Saint Thomas Hospital,All Center States,6 Months to < 1 Year,23,0,0.0,0,0
TNST-TX1 Saint Thomas Hospital,TNST-TX1,Saint Thomas Hospital,All Center States,1 Year to < 2 Years,49,0,0.0,0,1
TNST-TX1 Saint Thomas Hospital,TNST-TX1,Saint Thomas Hospital,All Center States,2 Years to < 3 Years,4,0,0.0,0,1
TNST-TX1 Saint Thomas Hospital,TNST-TX1,Saint Thomas Hospital,All Center States,3 Years to < 5 Years,4,0,0.0,0,0
TNST-TX1 Saint Thomas Hospital,TNST-TX1,Saint Thomas Hospital,Tennessee,All Time,162,0,0.0,0,6
TNST-TX1 Saint Thomas Hospital,TNST-TX1,Saint Thomas Hospital,Tennessee,< 30 Days,16,0,0.0,0,2
TNST-TX1 Saint Thomas Hospital,TNST-TX1,Saint Thomas Hospital,Tennessee,30 to < 90 Days,28,0,0.0,0,1
TNST-TX1 Saint Thomas Hospital,TNST-TX1,Saint Thomas Hospital,Tennessee,90 Days to < 6 Months,38,0,0.0,0,1
TNST-TX1 Saint Thomas Hospital,TNST-TX1,Saint Thomas Hospital,Tennessee,6 Months to < 1 Year,23,0,0.0,0,0
TNST-TX1 Saint Thomas Hospital,TNST-TX1,Saint Thomas Hospital,Tennessee,1 Year to < 2 Years,49,0,0.0,0,1
TNST-TX1 Saint Thomas Hospital,TNST-TX1,Saint Thomas Hospital,Tennessee,2 Years to < 3 Years,4,0,0.0,0,1
TNST-TX1 Saint Thomas Hospital,TNST-TX1,Saint Thomas Hospital,Tennessee,3 Years to < 5 Years,4,0,0.0,0,0
TNUK-TX1 University of Tennessee Medical Center at Knoxville,TNUK-TX1,University of Tennessee Medical Center at Knoxville,All Center States,All Time,244,0,0.0,0,0
TNUK-TX1 University of Tennessee Medical Center at Knoxville,TNUK-TX1,University of Tennessee Medical Center at Knoxville,All Center States,< 30 Days,12,0,0.0,0,0
TNUK-TX1 University of Tennessee Medical Center at Knoxville,TNUK-TX1,University of Tennessee Medical Center at Knoxville,All Center States,30 to < 90 Days,5,0,0.0,0,0
TNUK-TX1 University of Tennessee Medical Center at Knoxville,TNUK-TX1,University of Tennessee Medical Center at Knoxville,All Center States,90 Days to < 6 Months,30,0,0.0,0,0
TNUK-TX1 University of Tennessee Medical Center at Knoxville,TNUK-TX1,University of Tennessee Medical Center at Knoxville,All Center States,6 Months to < 1 Year,23,0,0.0,0,0
TNUK-TX1 University of Tennessee Medical Center at Knoxville,TNUK-TX1,University of Tennessee Medical Center at Knoxville,All Center States,1 Year to < 2 Years,57,0,0.0,0,0
TNUK-TX1 University of Tennessee Medical Center at Knoxville,TNUK-TX1,University of Tennessee Medical Center at Knoxville,All Center States,2 Years to < 3 Years,36,0,0.0,0,0
TNUK-TX1 University of Tennessee Medical Center at Knoxville,TNUK-TX1,University of Tennessee Medical Center at Knoxville,All Center States,3 Years to < 5 Years,59,0,0.0,0,0
TNUK-TX1 University of Tennessee Medical Center at Knoxville,TNUK-TX1,University of Tennessee Medical Center at Knoxville,All Center States,5 or More Years,22,0,0.0,0,0
TNUK-TX1 University of Tennessee Medical Center at Knoxville,TNUK-TX1,University of Tennessee Medical Center at Knoxville,Tennessee,All Time,244,0,0.0,0,0
TNUK-TX1 University of Tennessee Medical Center at Knoxville,TNUK-TX1,University of Tennessee Medical Center at Knoxville,Tennessee,< 30 Days,12,0,0.0,0,0
TNUK-TX1 University of Tennessee Medical Center at Knoxville,TNUK-TX1,University of Tennessee Medical Center at Knoxville,Tennessee,30 to < 90 Days,5,0,0.0,0,0
TNUK-TX1 University of Tennessee Medical Center at Knoxville,TNUK-TX1,University of Tennessee Medical Center at Knoxville,Tennessee,90 Days to < 6 Months,30,0,0.0,0,0
TNUK-TX1 University of Tennessee Medical Center at Knoxville,TNUK-TX1,University of Tennessee Medical Center at Knoxville,Tennessee,6 Months to < 1 Year,23,0,0.0,0,0
TNUK-TX1 University of Tennessee Medical Center at Knoxville,TNUK-TX1,University of Tennessee Medical Center at Knoxville,Tennessee,1 Year to < 2 Years,57,0,0.0,0,0
TNUK-TX1 University of Tennessee Medical Center at Knoxville,TNUK-TX1,University of Tennessee Medical Center at Knoxville,Tennessee,1 Year to < 2 Years,57,0,0.0,0,0
TNUK-TX1 University of Tennessee Medical Center at Knoxville,TNUK-TX1,University of Tennessee Medical Center at Knoxville,Tennessee,2 Years to < 3 Years,36,0,0.0,0,0
TNUK-TX1 University of Tennessee Medical Center at Knoxville,TNUK-TX1,University of Tennessee Medical Center at Knoxville,Tennessee,3 Years to < 5 Years,59,0,0.0,0,0
TNUK-TX1 University of Tennessee Medical Center at Knoxville,TNUK-TX1,University of Tennessee Medical Center at Knoxville,Tennessee,5 or More Years,22,0,0.0,0,0
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,All Center States,All Time,"1,303",179,1.0,14,55
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,All Center States,< 30 Days,72,15,0.0,0,11
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,All Center States,30 to < 90 Days,92,18,0.0,4,5
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,All Center States,90 Days to < 6 Months,157,30,0.0,2,14
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,All Center States,6 Months to < 1 Year,145,35,0.0,2,4
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,All Center States,1 Year to < 2 Years,330,35,1.0,4,16
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,All Center States,2 Years to < 3 Years,213,13,0.0,0,4
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,All Center States,3 Years to < 5 Years,200,15,0.0,2,1
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,All Center States,5 or More Years,94,18,0.0,0,0
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,Tennessee,All Time,"1,303",179,1.0,14,55
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,Tennessee,< 30 Days,72,15,0.0,0,11
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,Tennessee,30 to < 90 Days,92,18,0.0,4,5
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,Tennessee,90 Days to < 6 Months,157,30,0.0,2,14
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,Tennessee,6 Months to < 1 Year,145,35,0.0,2,4
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,Tennessee,1 Year to < 2 Years,330,35,1.0,4,16
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,Tennessee,2 Years to < 3 Years,213,13,0.0,0,4
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,Tennessee,3 Years to < 5 Years,200,15,0.0,2,1
TNVU-TX1 Vanderbilt University Medical Center,TNVU-TX1,Vanderbilt University Medical Center,Tennessee,5 or More Years,94,18,0.0,0,0
TXAS-TX1 Baylor  Scott and White All Saints Medical Center-Fort Worth,TXAS-TX1,Baylor  Scott and White All Saints Medical Center-Fort Worth,All Center States,All Time,902,42,1.0,14,0
TXAS-TX1 Baylor  Scott and White All Saints Medical Center-Fort Worth,TXAS-TX1,Baylor  Scott and White All Saints Medical Center-Fort Worth,All Center States,< 30 Days,38,8,0.0,2,0
TXAS-TX1 Baylor  Scott and White All Saints Medical Center-Fort Worth,TXAS-TX1,Baylor  Scott and White All Saints Medical Center-Fort Worth,All Center States,30 to < 90 Days,60,8,0.0,0,0
TXAS-TX1 Baylor  Scott and White All Saints Medical Center-Fort Worth,TXAS-TX1,Baylor  Scott and White All Saints Medical Center-Fort Worth,All Center States,90 Days to < 6 Months,108,7,0.0,3,0
TXAS-TX1 Baylor  Scott and White All Saints Medical Center-Fort Worth,TXAS-TX1,Baylor  Scott and White All Saints Medical Center-Fort Worth,All Center States,6 Months to < 1 Year,90,7,0.0,4,0
TXAS-TX1 Baylor  Scott and White All Saints Medical Center-Fort Worth,TXAS-TX1,Baylor  Scott and White All Saints Medical Center-Fort Worth,All Center States,1 Year to < 2 Years,246,5,1.0,3,0
TXAS-TX1 Baylor  Scott and White All Saints Medical Center-Fort Worth,TXAS-TX1,Baylor  Scott and White All Saints Medical Center-Fort Worth,All Center States,2 Years to < 3 Years,155,0,0.0,1,0
TXAS-TX1 Baylor  Scott and White All Saints Medical Center-Fort Worth,TXAS-TX1,Baylor  Scott and White All Saints Medical Center-Fort Worth,All Center States,3 Years to < 5 Years,114,1,0.0,0,0
TXAS-TX1 Baylor  Scott and White All Saints Medical Center-Fort Worth,TXAS-TX1,Baylor  Scott and White All Saints Medical Center-Fort Worth,All Center States,5 or More Years,91,6,0.0,1,0
TXAS-TX1 Baylor  Scott and White All Saints Medical Center-Fort Worth,TXAS-TX1,Baylor  Scott and White All Saints Medical Center-Fort Worth,Texas,All Time,902,42,1.0,14,0
TXAS-TX1 Baylor  Scott and White All Saints Medical Center-Fort Worth,TXAS-TX1,Baylor  Scott and White All Saints Medical Center-Fort Worth,Texas,< 30 Days,38,8,0.0,2,0
TXAS-TX1 Baylor  Scott and White All Saints Medical Center-Fort Worth,TXAS-TX1,Baylor  Scott and White All Saints Medical Center-Fort Worth,Texas,30 to < 90 Days,60,8,0.0,0,0
TXAS-TX1 Baylor  Scott and White All Saints Medical Center-Fort Worth,TXAS-TX1,Baylor  Scott and White All Saints Medical Center-Fort Worth,Texas,90 Days to < 6 Months,108,7,0.0,3,0
TXAS-TX1 Baylor  Scott and White All Saints Medical Center-Fort Worth,TXAS-TX1,Baylor  Scott and White All Saints Medical Center-Fort Worth,Texas,6 Months to < 1 Year,90,7,0.0,4,0
TXAS-TX1 Baylor  Scott and White All Saints Medical Center-Fort Worth,TXAS-TX1,Baylor  Scott and White All Saints Medical Center-Fort Worth,Texas,1 Year to < 2 Years,246,5,1.0,3,0
TXAS-TX1 Baylor  Scott and White All Saints Medical Center-Fort Worth,TXAS-TX1,Baylor  Scott and White All Saints Medical Center-Fort Worth,Texas,2 Years to < 3 Years,155,0,0.0,1,0
TXAS-TX1 Baylor  Scott and White All Saints Medical Center-Fort Worth,TXAS-TX1,Baylor  Scott and White All Saints Medical Center-Fort Worth,Texas,3 Years to < 5 Years,114,1,0.0,0,0
TXAS-TX1 Baylor  Scott and White All Saints Medical Center-Fort Worth,TXAS-TX1,Baylor  Scott and White All Saints Medical Center-Fort Worth,Texas,5 or More Years,91,6,0.0,1,0
"TXBC-TX1 University Hospital, University of Texas Health Science Center",TXBC-TX1,"University Hospital, University of Texas Health Science Center",All Center States,All Time,490,118,0.0,0,0
"TXBC-TX1 University Hospital, University of Texas Health Science Center",TXBC-TX1,"University Hospital, University of Texas Health Science Center",All Center States,< 30 Days,11,8,0.0,0,0
"TXBC-TX1 University Hospital, University of Texas Health Science Center",TXBC-TX1,"University Hospital, University of Texas Health Science Center",All Center States,< 30 Days,11,8,0.0,0,0
"TXBC-TX1 University Hospital, University of Texas Health Science Center",TXBC-TX1,"University Hospital, University of Texas Health Science Center",All Center States,30 to < 90 Days,21,11,0.0,0,0
"TXBC-TX1 University Hospital, University of Texas Health Science Center",TXBC-TX1,"University Hospital, University of Texas Health Science Center",All Center States,90 Days to < 6 Months,43,27,0.0,0,0
"TXBC-TX1 University Hospital, University of Texas Health Science Center",TXBC-TX1,"University Hospital, University of Texas Health Science Center",All Center States,6 Months to < 1 Year,71,22,0.0,0,0
"TXBC-TX1 University Hospital, University of Texas Health Science Center",TXBC-TX1,"University Hospital, University of Texas Health Science Center",All Center States,1 Year to < 2 Years,114,29,0.0,0,0
"TXBC-TX1 University Hospital, University of Texas Health Science Center",TXBC-TX1,"University Hospital, University of Texas Health Science Center",All Center States,2 Years to < 3 Years,78,13,0.0,0,0
"TXBC-TX1 University Hospital, University of Texas Health Science Center",TXBC-TX1,"University Hospital, University of Texas Health Science Center",All Center States,3 Years to < 5 Years,105,4,0.0,0,0
"TXBC-TX1 University Hospital, University of Texas Health Science Center",TXBC-TX1,"University Hospital, University of Texas Health Science Center",All Center States,5 or More Years,47,4,0.0,0,0
"TXBC-TX1 University Hospital, University of Texas Health Science Center",TXBC-TX1,"University Hospital, University of Texas Health Science Center",Texas,All Time,490,118,0.0,0,0
"TXBC-TX1 University Hospital, University of Texas Health Science Center",TXBC-TX1,"University Hospital, University of Texas Health Science Center",Texas,< 30 Days,11,8,0.0,0,0
"TXBC-TX1 University Hospital, University of Texas Health Science Center",TXBC-TX1,"University Hospital, University of Texas Health Science Center",Texas,30 to < 90 Days,21,11,0.0,0,0
"TXBC-TX1 University Hospital, University of Texas Health Science Center",TXBC-TX1,"University Hospital, University of Texas Health Science Center",Texas,90 Days to < 6 Months,43,27,0.0,0,0
"TXBC-TX1 University Hospital, University of Texas Health Science Center",TXBC-TX1,"University Hospital, University of Texas Health Science Center",Texas,6 Months to < 1 Year,71,22,0.0,0,0
"TXBC-TX1 University Hospital, University of Texas Health Science Center",TXBC-TX1,"University Hospital, University of Texas Health Science Center",Texas,1 Year to < 2 Years,114,29,0.0,0,0
"TXBC-TX1 University Hospital, University of Texas Health Science Center",TXBC-TX1,"University Hospital, University of Texas Health Science Center",Texas,2 Years to < 3 Years,78,13,0.0,0,0
"TXBC-TX1 University Hospital, University of Texas Health Science Center",TXBC-TX1,"University Hospital, University of Texas Health Science Center",Texas,3 Years to < 5 Years,105,4,0.0,0,0
"TXBC-TX1 University Hospital, University of Texas Health Science Center",TXBC-TX1,"University Hospital, University of Texas Health Science Center",Texas,5 or More Years,47,4,0.0,0,0
TXCF-TX1 Cook Children's Medical Center,TXCF-TX1,Cook Children's Medical Center,All Center States,All Time,14,0,0.0,0,0
TXCF-TX1 Cook Children's Medical Center,TXCF-TX1,Cook Children's Medical Center,All Center States,< 30 Days,7,0,0.0,0,0
TXCF-TX1 Cook Children's Medical Center,TXCF-TX1,Cook Children's Medical Center,All Center States,30 to < 90 Days,3,0,0.0,0,0
TXCF-TX1 Cook Children's Medical Center,TXCF-TX1,Cook Children's Medical Center,All Center States,90 Days to < 6 Months,2,0,0.0,0,0
TXCF-TX1 Cook Children's Medical Center,TXCF-TX1,Cook Children's Medical Center,All Center States,6 Months to < 1 Year,1,0,0.0,0,0
TXCF-TX1 Cook Children's Medical Center,TXCF-TX1,Cook Children's Medical Center,All Center States,2 Years to < 3 Years,1,0,0.0,0,0
TXCF-TX1 Cook Children's Medical Center,TXCF-TX1,Cook Children's Medical Center,Texas,All Time,14,0,0.0,0,0
TXCF-TX1 Cook Children's Medical Center,TXCF-TX1,Cook Children's Medical Center,Texas,< 30 Days,7,0,0.0,0,0
TXCF-TX1 Cook Children's Medical Center,TXCF-TX1,Cook Children's Medical Center,Texas,30 to < 90 Days,3,0,0.0,0,0
TXCF-TX1 Cook Children's Medical Center,TXCF-TX1,Cook Children's Medical Center,Texas,90 Days to < 6 Months,2,0,0.0,0,0
TXCF-TX1 Cook Children's Medical Center,TXCF-TX1,Cook Children's Medical Center,Texas,6 Months to < 1 Year,1,0,0.0,0,0
TXCF-TX1 Cook Children's Medical Center,TXCF-TX1,Cook Children's Medical Center,Texas,2 Years to < 3 Years,1,0,0.0,0,0
TXCM-TX1 Children's Medical Center of Dallas,TXCM-TX1,Children's Medical Center of Dallas,All Center States,All Time,31,28,0.0,0,14
TXCM-TX1 Children's Medical Center of Dallas,TXCM-TX1,Children's Medical Center of Dallas,All Center States,< 30 Days,1,0,0.0,0,5
TXCM-TX1 Children's Medical Center of Dallas,TXCM-TX1,Children's Medical Center of Dallas,All Center States,30 to < 90 Days,2,1,0.0,0,2
TXCM-TX1 Children's Medical Center of Dallas,TXCM-TX1,Children's Medical Center of Dallas,All Center States,90 Days to < 6 Months,7,5,0.0,0,1
TXCM-TX1 Children's Medical Center of Dallas,TXCM-TX1,Children's Medical Center of Dallas,All Center States,6 Months to < 1 Year,4,4,0.0,0,2
TXCM-TX1 Children's Medical Center of Dallas,TXCM-TX1,Children's Medical Center of Dallas,All Center States,1 Year to < 2 Years,12,7,0.0,0,2
TXCM-TX1 Children's Medical Center of Dallas,TXCM-TX1,Children's Medical Center of Dallas,All Center States,2 Years to < 3 Years,3,1,0.0,0,2
TXCM-TX1 Children's Medical Center of Dallas,TXCM-TX1,Children's Medical Center of Dallas,All Center States,3 Years to < 5 Years,2,7,0.0,0,0
TXCM-TX1 Children's Medical Center of Dallas,TXCM-TX1,Children's Medical Center of Dallas,All Center States,5 or More Years,0,3,0.0,0,0
TXCM-TX1 Children's Medical Center of Dallas,TXCM-TX1,Children's Medical Center of Dallas,Texas,All Time,31,28,0.0,0,14
TXCM-TX1 Children's Medical Center of Dallas,TXCM-TX1,Children's Medical Center of Dallas,Texas,< 30 Days,1,0,0.0,0,5
TXCM-TX1 Children's Medical Center of Dallas,TXCM-TX1,Children's Medical Center of Dallas,Texas,30 to < 90 Days,2,1,0.0,0,2
TXCM-TX1 Children's Medical Center of Dallas,TXCM-TX1,Children's Medical Center of Dallas,Texas,90 Days to < 6 Months,7,5,0.0,0,1
TXCM-TX1 Children's Medical Center of Dallas,TXCM-TX1,Children's Medical Center of Dallas,Texas,90 Days to < 6 Months,7,5,0.0,0,1
TXCM-TX1 Children's Medical Center of Dallas,TXCM-TX1,Children's Medical Center of Dallas,Texas,6 Months to < 1 Year,4,4,0.0,0,2
TXCM-TX1 Children's Medical Center of Dallas,TXCM-TX1,Children's Medical Center of Dallas,Texas,1 Year to < 2 Years,12,7,0.0,0,2
TXCM-TX1 Children's Medical Center of Dallas,TXCM-TX1,Children's Medical Center of Dallas,Texas,2 Years to < 3 Years,3,1,0.0,0,2
TXCM-TX1 Children's Medical Center of Dallas,TXCM-TX1,Children's Medical Center of Dallas,Texas,3 Years to < 5 Years,2,7,0.0,0,0
TXCM-TX1 Children's Medical Center of Dallas,TXCM-TX1,Children's Medical Center of Dallas,Texas,5 or More Years,0,3,0.0,0,0
TXCT-TX1 Seton Medical Center Austin,TXCT-TX1,Seton Medical Center Austin,All Center States,All Time,0,0,0.0,0,10
TXCT-TX1 Seton Medical Center Austin,TXCT-TX1,Seton Medical Center Austin,All Center States,< 30 Days,0,0,0.0,0,1
TXCT-TX1 Seton Medical Center Austin,TXCT-TX1,Seton Medical Center Austin,All Center States,6 Months to < 1 Year,0,0,0.0,0,1
TXCT-TX1 Seton Medical Center Austin,TXCT-TX1,Seton Medical Center Austin,All Center States,1 Year to < 2 Years,0,0,0.0,0,7
TXCT-TX1 Seton Medical Center Austin,TXCT-TX1,Seton Medical Center Austin,All Center States,2 Years to < 3 Years,0,0,0.0,0,1
TXCT-TX1 Seton Medical Center Austin,TXCT-TX1,Seton Medical Center Austin,Texas,All Time,0,0,0.0,0,10
TXCT-TX1 Seton Medical Center Austin,TXCT-TX1,Seton Medical Center Austin,Texas,< 30 Days,0,0,0.0,0,1
TXCT-TX1 Seton Medical Center Austin,TXCT-TX1,Seton Medical Center Austin,Texas,6 Months to < 1 Year,0,0,0.0,0,1
TXCT-TX1 Seton Medical Center Austin,TXCT-TX1,Seton Medical Center Austin,Texas,1 Year to < 2 Years,0,0,0.0,0,7
TXCT-TX1 Seton Medical Center Austin,TXCT-TX1,Seton Medical Center Austin,Texas,2 Years to < 3 Years,0,0,0.0,0,1
TXDC-TX1 Driscoll Children's Hospital,TXDC-TX1,Driscoll Children's Hospital,All Center States,All Time,6,0,0.0,0,0
TXDC-TX1 Driscoll Children's Hospital,TXDC-TX1,Driscoll Children's Hospital,All Center States,6 Months to < 1 Year,2,0,0.0,0,0
TXDC-TX1 Driscoll Children's Hospital,TXDC-TX1,Driscoll Children's Hospital,All Center States,1 Year to < 2 Years,3,0,0.0,0,0
TXDC-TX1 Driscoll Children's Hospital,TXDC-TX1,Driscoll Children's Hospital,All Center States,5 or More Years,1,0,0.0,0,0
TXDC-TX1 Driscoll Children's Hospital,TXDC-TX1,Driscoll Children's Hospital,Texas,All Time,6,0,0.0,0,0
TXDC-TX1 Driscoll Children's Hospital,TXDC-TX1,Driscoll Children's Hospital,Texas,6 Months to < 1 Year,2,0,0.0,0,0
TXDC-TX1 Driscoll Children's Hospital,TXDC-TX1,Driscoll Children's Hospital,Texas,1 Year to < 2 Years,3,0,0.0,0,0
TXDC-TX1 Driscoll Children's Hospital,TXDC-TX1,Driscoll Children's Hospital,Texas,5 or More Years,1,0,0.0,0,0
TXDL-TX1 Dell Children's Medical Center,TXDL-TX1,Dell Children's Medical Center,All Center States,All Time,0,0,0.0,0,2
TXDL-TX1 Dell Children's Medical Center,TXDL-TX1,Dell Children's Medical Center,All Center States,< 30 Days,0,0,0.0,0,1
TXDL-TX1 Dell Children's Medical Center,TXDL-TX1,Dell Children's Medical Center,All Center States,30 to < 90 Days,0,0,0.0,0,1
TXDL-TX1 Dell Children's Medical Center,TXDL-TX1,Dell Children's Medical Center,Texas,All Time,0,0,0.0,0,2
TXDL-TX1 Dell Children's Medical Center,TXDL-TX1,Dell Children's Medical Center,Texas,< 30 Days,0,0,0.0,0,1
TXDL-TX1 Dell Children's Medical Center,TXDL-TX1,Dell Children's Medical Center,Texas,30 to < 90 Days,0,0,0.0,0,1
TXDM-TX1 North Austin Medical Center,TXDM-TX1,North Austin Medical Center,All Center States,All Time,107,0,0.0,0,0
TXDM-TX1 North Austin Medical Center,TXDM-TX1,North Austin Medical Center,All Center States,< 30 Days,7,0,0.0,0,0
TXDM-TX1 North Austin Medical Center,TXDM-TX1,North Austin Medical Center,All Center States,30 to < 90 Days,12,0,0.0,0,0
TXDM-TX1 North Austin Medical Center,TXDM-TX1,North Austin Medical Center,All Center States,90 Days to < 6 Months,16,0,0.0,0,0
TXDM-TX1 North Austin Medical Center,TXDM-TX1,North Austin Medical Center,All Center States,6 Months to < 1 Year,12,0,0.0,0,0
TXDM-TX1 North Austin Medical Center,TXDM-TX1,North Austin Medical Center,All Center States,1 Year to < 2 Years,22,0,0.0,0,0
TXDM-TX1 North Austin Medical Center,TXDM-TX1,North Austin Medical Center,All Center States,2 Years to < 3 Years,9,0,0.0,0,0
TXDM-TX1 North Austin Medical Center,TXDM-TX1,North Austin Medical Center,All Center States,3 Years to < 5 Years,9,0,0.0,0,0
TXDM-TX1 North Austin Medical Center,TXDM-TX1,North Austin Medical Center,All Center States,5 or More Years,20,0,0.0,0,0
TXDM-TX1 North Austin Medical Center,TXDM-TX1,North Austin Medical Center,Texas,All Time,107,0,0.0,0,0
TXDM-TX1 North Austin Medical Center,TXDM-TX1,North Austin Medical Center,Texas,< 30 Days,7,0,0.0,0,0
TXDM-TX1 North Austin Medical Center,TXDM-TX1,North Austin Medical Center,Texas,30 to < 90 Days,12,0,0.0,0,0
TXDM-TX1 North Austin Medical Center,TXDM-TX1,North Austin Medical Center,Texas,30 to < 90 Days,12,0,0.0,0,0
TXDM-TX1 North Austin Medical Center,TXDM-TX1,North Austin Medical Center,Texas,90 Days to < 6 Months,16,0,0.0,0,0
TXDM-TX1 North Austin Medical Center,TXDM-TX1,North Austin Medical Center,Texas,6 Months to < 1 Year,12,0,0.0,0,0
TXDM-TX1 North Austin Medical Center,TXDM-TX1,North Austin Medical Center,Texas,1 Year to < 2 Years,22,0,0.0,0,0
TXDM-TX1 North Austin Medical Center,TXDM-TX1,North Austin Medical Center,Texas,2 Years to < 3 Years,9,0,0.0,0,0
TXDM-TX1 North Austin Medical Center,TXDM-TX1,North Austin Medical Center,Texas,3 Years to < 5 Years,9,0,0.0,0,0
TXDM-TX1 North Austin Medical Center,TXDM-TX1,North Austin Medical Center,Texas,5 or More Years,20,0,0.0,0,0
TXDR-TX1 Doctor's Hospital at Renaissance,TXDR-TX1,Doctor's Hospital at Renaissance,All Center States,All Time,222,0,0.0,0,0
TXDR-TX1 Doctor's Hospital at Renaissance,TXDR-TX1,Doctor's Hospital at Renaissance,All Center States,< 30 Days,9,0,0.0,0,0
TXDR-TX1 Doctor's Hospital at Renaissance,TXDR-TX1,Doctor's Hospital at Renaissance,All Center States,30 to < 90 Days,9,0,0.0,0,0
TXDR-TX1 Doctor's Hospital at Renaissance,TXDR-TX1,Doctor's Hospital at Renaissance,All Center States,90 Days to < 6 Months,20,0,0.0,0,0
TXDR-TX1 Doctor's Hospital at Renaissance,TXDR-TX1,Doctor's Hospital at Renaissance,All Center States,6 Months to < 1 Year,37,0,0.0,0,0
TXDR-TX1 Doctor's Hospital at Renaissance,TXDR-TX1,Doctor's Hospital at Renaissance,All Center States,1 Year to < 2 Years,75,0,0.0,0,0
TXDR-TX1 Doctor's Hospital at Renaissance,TXDR-TX1,Doctor's Hospital at Renaissance,All Center States,2 Years to < 3 Years,41,0,0.0,0,0
TXDR-TX1 Doctor's Hospital at Renaissance,TXDR-TX1,Doctor's Hospital at Renaissance,All Center States,3 Years to < 5 Years,31,0,0.0,0,0
TXDR-TX1 Doctor's Hospital at Renaissance,TXDR-TX1,Doctor's Hospital at Renaissance,Texas,All Time,222,0,0.0,0,0
TXDR-TX1 Doctor's Hospital at Renaissance,TXDR-TX1,Doctor's Hospital at Renaissance,Texas,< 30 Days,9,0,0.0,0,0
TXDR-TX1 Doctor's Hospital at Renaissance,TXDR-TX1,Doctor's Hospital at Renaissance,Texas,30 to < 90 Days,9,0,0.0,0,0
TXDR-TX1 Doctor's Hospital at Renaissance,TXDR-TX1,Doctor's Hospital at Renaissance,Texas,90 Days to < 6 Months,20,0,0.0,0,0
TXDR-TX1 Doctor's Hospital at Renaissance,TXDR-TX1,Doctor's Hospital at Renaissance,Texas,6 Months to < 1 Year,37,0,0.0,0,0
TXDR-TX1 Doctor's Hospital at Renaissance,TXDR-TX1,Doctor's Hospital at Renaissance,Texas,1 Year to < 2 Years,75,0,0.0,0,0
TXDR-TX1 Doctor's Hospital at Renaissance,TXDR-TX1,Doctor's Hospital at Renaissance,Texas,2 Years to < 3 Years,41,0,0.0,0,0
TXDR-TX1 Doctor's Hospital at Renaissance,TXDR-TX1,Doctor's Hospital at Renaissance,Texas,3 Years to < 5 Years,31,0,0.0,0,0
TXFW-TX1 Texas Health Harris Methodist Fort Worth Hospital,TXFW-TX1,Texas Health Harris Methodist Fort Worth Hospital,All Center States,All Time,131,0,0.0,0,0
