,Center Name,Center States,Wait Time,Kidney,Liver,Pancreas,Heart
3801,PAVA-TX1 VA Pittsburgh Healthcare System,Pennsylvania,All Time,566,44,0.0,0
3802,PAVA-TX1 VA Pittsburgh Healthcare System,Pennsylvania,< 30 Days,13,0,0.0,0
3803,PAVA-TX1 VA Pittsburgh Healthcare System,Pennsylvania,30 to < 90 Days,27,2,0.0,0
3804,PAVA-TX1 VA Pittsburgh Healthcare System,Pennsylvania,90 Days to < 6 Months,22,7,0.0,0
3805,PAVA-TX1 VA Pittsburgh Healthcare System,Pennsylvania,6 Months to < 1 Year,44,2,0.0,0
3806,PAVA-TX1 VA Pittsburgh Healthcare System,Pennsylvania,1 Year to < 2 Years,142,12,0.0,0
3807,PAVA-TX1 VA Pittsburgh Healthcare System,Pennsylvania,2 Years to < 3 Years,88,6,0.0,0
3808,PAVA-TX1 VA Pittsburgh Healthcare System,Pennsylvania,3 Years to < 5 Years,141,5,0.0,0
3809,PAVA-TX1 VA Pittsburgh Healthcare System,Pennsylvania,5 or More Years,89,10,0.0,0
3812,PRCC-TX1 Cardiovascular Center of Puerto Rico and the Caribbean,Puerto Rico,All Time,0,0,0.0,2
3813,PRCC-TX1 Cardiovascular Center of Puerto Rico and the Caribbean,Puerto Rico,1 Year to < 2 Years,0,0,0.0,2
3824,PRSJ-TX1 Auxilio Mutuo Hospital,Puerto Rico,All Time,273,17,0.0,0
3825,PRSJ-TX1 Auxilio Mutuo Hospital,Puerto Rico,< 30 Days,4,2,0.0,0
3826,PRSJ-TX1 Auxilio Mutuo Hospital,Puerto Rico,30 to < 90 Days,6,5,0.0,0
3827,PRSJ-TX1 Auxilio Mutuo Hospital,Puerto Rico,90 Days to < 6 Months,16,3,0.0,0
3828,PRSJ-TX1 Auxilio Mutuo Hospital,Puerto Rico,6 Months to < 1 Year,25,2,0.0,0
3829,PRSJ-TX1 Auxilio Mutuo Hospital,Puerto Rico,1 Year to < 2 Years,88,5,0.0,0
3830,PRSJ-TX1 Auxilio Mutuo Hospital,Puerto Rico,2 Years to < 3 Years,58,0,0.0,0
3831,PRSJ-TX1 Auxilio Mutuo Hospital,Puerto Rico,3 Years to < 5 Years,53,0,0.0,0
3832,PRSJ-TX1 Auxilio Mutuo Hospital,Puerto Rico,5 or More Years,23,0,0.0,0
3842,RIRH-TX1 Rhode Island Hospital,Rhode Island,All Time,271,0,0.0,0
3843,RIRH-TX1 Rhode Island Hospital,Rhode Island,< 30 Days,13,0,0.0,0
3844,RIRH-TX1 Rhode Island Hospital,Rhode Island,30 to < 90 Days,8,0,0.0,0
3845,RIRH-TX1 Rhode Island Hospital,Rhode Island,90 Days to < 6 Months,21,0,0.0,0
3846,RIRH-TX1 Rhode Island Hospital,Rhode Island,6 Months to < 1 Year,24,0,0.0,0
3847,RIRH-TX1 Rhode Island Hospital,Rhode Island,1 Year to < 2 Years,74,0,0.0,0
3848,RIRH-TX1 Rhode Island Hospital,Rhode Island,2 Years to < 3 Years,46,0,0.0,0
3849,RIRH-TX1 Rhode Island Hospital,Rhode Island,3 Years to < 5 Years,54,0,0.0,0
3850,RIRH-TX1 Rhode Island Hospital,Rhode Island,5 or More Years,31,0,0.0,0
3859,SCCH-TX1 MUSC Children's Hospital,South Carolina,All Time,0,0,0.0,18
3860,SCCH-TX1 MUSC Children's Hospital,South Carolina,< 30 Days,0,0,0.0,1
3861,SCCH-TX1 MUSC Children's Hospital,South Carolina,30 to < 90 Days,0,0,0.0,1
3862,SCCH-TX1 MUSC Children's Hospital,South Carolina,90 Days to < 6 Months,0,0,0.0,1
3863,SCCH-TX1 MUSC Children's Hospital,South Carolina,6 Months to < 1 Year,0,0,0.0,4
3865,SCCH-TX1 MUSC Children's Hospital,South Carolina,1 Year to < 2 Years,0,0,0.0,6
3866,SCCH-TX1 MUSC Children's Hospital,South Carolina,2 Years to < 3 Years,0,0,0.0,2
3867,SCCH-TX1 MUSC Children's Hospital,South Carolina,3 Years to < 5 Years,0,0,0.0,3
3877,SCMU-TX1 Medical University of South Carolina,South Carolina,All Time,1176,79,10.0,34
3878,SCMU-TX1 Medical University of South Carolina,South Carolina,< 30 Days,80,9,2.0,5
3879,SCMU-TX1 Medical University of South Carolina,South Carolina,30 to < 90 Days,99,6,0.0,3
3880,SCMU-TX1 Medical University of South Carolina,South Carolina,90 Days to < 6 Months,132,21,0.0,2
3881,SCMU-TX1 Medical University of South Carolina,South Carolina,6 Months to < 1 Year,180,17,1.0,7
3882,SCMU-TX1 Medical University of South Carolina,South Carolina,1 Year to < 2 Years,258,10,6.0,11
3883,SCMU-TX1 Medical University of South Carolina,South Carolina,2 Years to < 3 Years,184,4,0.0,6
3884,SCMU-TX1 Medical University of South Carolina,South Carolina,3 Years to < 5 Years,143,6,1.0,0
3885,SCMU-TX1 Medical University of South Carolina,South Carolina,5 or More Years,100,6,0.0,0
3895,SDMK-TX1 Avera McKennan Hospital,South Dakota,All Time,239,36,3.0,0
3896,SDMK-TX1 Avera McKennan Hospital,South Dakota,< 30 Days,11,1,1.0,0
3897,SDMK-TX1 Avera McKennan Hospital,South Dakota,30 to < 90 Days,16,4,0.0,0
3898,SDMK-TX1 Avera McKennan Hospital,South Dakota,90 Days to < 6 Months,17,4,0.0,0
3899,SDMK-TX1 Avera McKennan Hospital,South Dakota,6 Months to < 1 Year,26,3,0.0,0
3900,SDMK-TX1 Avera McKennan Hospital,South Dakota,1 Year to < 2 Years,50,14,1.0,0
3901,SDMK-TX1 Avera McKennan Hospital,South Dakota,2 Years to < 3 Years,37,5,1.0,0
3902,SDMK-TX1 Avera McKennan Hospital,South Dakota,3 Years to < 5 Years,53,5,0.0,0
3903,SDMK-TX1 Avera McKennan Hospital,South Dakota,5 or More Years,29,0,0.0,0
3914,SDSV-TX1 Sanford Health/USD Medical Center,South Dakota,All Time,75,0,0.0,0
3915,SDSV-TX1 Sanford Health/USD Medical Center,South Dakota,< 30 Days,5,0,0.0,0
3916,SDSV-TX1 Sanford Health/USD Medical Center,South Dakota,30 to < 90 Days,3,0,0.0,0
3917,SDSV-TX1 Sanford Health/USD Medical Center,South Dakota,90 Days to < 6 Months,2,0,0.0,0
3918,SDSV-TX1 Sanford Health/USD Medical Center,South Dakota,6 Months to < 1 Year,11,0,0.0,0
3919,SDSV-TX1 Sanford Health/USD Medical Center,South Dakota,1 Year to < 2 Years,22,0,0.0,0
3920,SDSV-TX1 Sanford Health/USD Medical Center,South Dakota,2 Years to < 3 Years,7,0,0.0,0
3921,SDSV-TX1 Sanford Health/USD Medical Center,South Dakota,3 Years to < 5 Years,15,0,0.0,0
3922,SDSV-TX1 Sanford Health/USD Medical Center,South Dakota,5 or More Years,10,0,0.0,0
3931,TNBM-TX1 Baptist Memorial Hospital,Tennessee,All Time,0,0,0.0,22
3932,TNBM-TX1 Baptist Memorial Hospital,Tennessee,< 30 Days,0,0,0.0,1
3933,TNBM-TX1 Baptist Memorial Hospital,Tennessee,30 to < 90 Days,0,0,0.0,4
3934,TNBM-TX1 Baptist Memorial Hospital,Tennessee,6 Months to < 1 Year,0,0,0.0,1
3935,TNBM-TX1 Baptist Memorial Hospital,Tennessee,1 Year to < 2 Years,0,0,0.0,8
3936,TNBM-TX1 Baptist Memorial Hospital,Tennessee,2 Years to < 3 Years,0,0,0.0,6
3937,TNBM-TX1 Baptist Memorial Hospital,Tennessee,3 Years to < 5 Years,0,0,0.0,1
3938,TNBM-TX1 Baptist Memorial Hospital,Tennessee,5 or More Years,0,0,0.0,1
3949,TNEM-TX1 Erlanger Medical Center,Tennessee,All Time,219,0,0.0,0
3950,TNEM-TX1 Erlanger Medical Center,Tennessee,< 30 Days,6,0,0.0,0
3951,TNEM-TX1 Erlanger Medical Center,Tennessee,30 to < 90 Days,32,0,0.0,0
3952,TNEM-TX1 Erlanger Medical Center,Tennessee,90 Days to < 6 Months,28,0,0.0,0
3953,TNEM-TX1 Erlanger Medical Center,Tennessee,6 Months to < 1 Year,13,0,0.0,0
3954,TNEM-TX1 Erlanger Medical Center,Tennessee,1 Year to < 2 Years,59,0,0.0,0
3955,TNEM-TX1 Erlanger Medical Center,Tennessee,2 Years to < 3 Years,33,0,0.0,0
3956,TNEM-TX1 Erlanger Medical Center,Tennessee,3 Years to < 5 Years,36,0,0.0,0
3957,TNEM-TX1 Erlanger Medical Center,Tennessee,5 or More Years,12,0,0.0,0
3965,TNLB-TX1 Le Bonheur Children's Medical Center,Tennessee,All Time,2,4,0.0,4
3966,TNLB-TX1 Le Bonheur Children's Medical Center,Tennessee,< 30 Days,0,1,0.0,0
3967,TNLB-TX1 Le Bonheur Children's Medical Center,Tennessee,30 to < 90 Days,0,1,0.0,0
3968,TNLB-TX1 Le Bonheur Children's Medical Center,Tennessee,90 Days to < 6 Months,0,1,0.0,1
3969,TNLB-TX1 Le Bonheur Children's Medical Center,Tennessee,6 Months to < 1 Year,1,0,0.0,2
3970,TNLB-TX1 Le Bonheur Children's Medical Center,Tennessee,3 Years to < 5 Years,0,0,0.0,1
3971,TNLB-TX1 Le Bonheur Children's Medical Center,Tennessee,5 or More Years,1,1,0.0,0
3981,TNMH-TX1 Methodist University Hospital,Tennessee,All Time,901,69,6.0,0
3982,TNMH-TX1 Methodist University Hospital,Tennessee,< 30 Days,25,8,0.0,0
3983,TNMH-TX1 Methodist University Hospital,Tennessee,30 to < 90 Days,29,7,0.0,0
3984,TNMH-TX1 Methodist University Hospital,Tennessee,90 Days to < 6 Months,70,21,2.0,0
3985,TNMH-TX1 Methodist University Hospital,Tennessee,6 Months to < 1 Year,85,15,0.0,0
3986,TNMH-TX1 Methodist University Hospital,Tennessee,1 Year to < 2 Years,225,12,3.0,0
3987,TNMH-TX1 Methodist University Hospital,Tennessee,2 Years to < 3 Years,164,4,1.0,0
3988,TNMH-TX1 Methodist University Hospital,Tennessee,3 Years to < 5 Years,193,1,0.0,0
3989,TNMH-TX1 Methodist University Hospital,Tennessee,5 or More Years,110,1,0.0,0
3996,TNPV-TX1 Centennial Medical Center,Tennessee,All Time,31,0,0.0,0
3997,TNPV-TX1 Centennial Medical Center,Tennessee,1 Year to < 2 Years,7,0,0.0,0
3998,TNPV-TX1 Centennial Medical Center,Tennessee,2 Years to < 3 Years,9,0,0.0,0
3999,TNPV-TX1 Centennial Medical Center,Tennessee,3 Years to < 5 Years,8,0,0.0,0
4000,TNPV-TX1 Centennial Medical Center,Tennessee,5 or More Years,7,0,0.0,0
4009,TNST-TX1 Saint Thomas Hospital,Tennessee,All Time,162,0,0.0,6
4010,TNST-TX1 Saint Thomas Hospital,Tennessee,< 30 Days,16,0,0.0,2
4011,TNST-TX1 Saint Thomas Hospital,Tennessee,30 to < 90 Days,28,0,0.0,1
4012,TNST-TX1 Saint Thomas Hospital,Tennessee,90 Days to < 6 Months,38,0,0.0,1
4013,TNST-TX1 Saint Thomas Hospital,Tennessee,6 Months to < 1 Year,23,0,0.0,0
4014,TNST-TX1 Saint Thomas Hospital,Tennessee,1 Year to < 2 Years,49,0,0.0,1
4015,TNST-TX1 Saint Thomas Hospital,Tennessee,2 Years to < 3 Years,4,0,0.0,1
4016,TNST-TX1 Saint Thomas Hospital,Tennessee,3 Years to < 5 Years,4,0,0.0,0
4026,TNUK-TX1 University of Tennessee Medical Center at Knoxville,Tennessee,All Time,244,0,0.0,0
4027,TNUK-TX1 University of Tennessee Medical Center at Knoxville,Tennessee,< 30 Days,12,0,0.0,0
4028,TNUK-TX1 University of Tennessee Medical Center at Knoxville,Tennessee,30 to < 90 Days,5,0,0.0,0
4029,TNUK-TX1 University of Tennessee Medical Center at Knoxville,Tennessee,90 Days to < 6 Months,30,0,0.0,0
4030,TNUK-TX1 University of Tennessee Medical Center at Knoxville,Tennessee,6 Months to < 1 Year,23,0,0.0,0
4031,TNUK-TX1 University of Tennessee Medical Center at Knoxville,Tennessee,1 Year to < 2 Years,57,0,0.0,0
4033,TNUK-TX1 University of Tennessee Medical Center at Knoxville,Tennessee,2 Years to < 3 Years,36,0,0.0,0
4034,TNUK-TX1 University of Tennessee Medical Center at Knoxville,Tennessee,3 Years to < 5 Years,59,0,0.0,0
4035,TNUK-TX1 University of Tennessee Medical Center at Knoxville,Tennessee,5 or More Years,22,0,0.0,0
4045,TNVU-TX1 Vanderbilt University Medical Center,Tennessee,All Time,1303,179,1.0,55
4046,TNVU-TX1 Vanderbilt University Medical Center,Tennessee,< 30 Days,72,15,0.0,11
4047,TNVU-TX1 Vanderbilt University Medical Center,Tennessee,30 to < 90 Days,92,18,0.0,5
4048,TNVU-TX1 Vanderbilt University Medical Center,Tennessee,90 Days to < 6 Months,157,30,0.0,14
4049,TNVU-TX1 Vanderbilt University Medical Center,Tennessee,6 Months to < 1 Year,145,35,0.0,4
4050,TNVU-TX1 Vanderbilt University Medical Center,Tennessee,1 Year to < 2 Years,330,35,1.0,16
4051,TNVU-TX1 Vanderbilt University Medical Center,Tennessee,2 Years to < 3 Years,213,13,0.0,4
4052,TNVU-TX1 Vanderbilt University Medical Center,Tennessee,3 Years to < 5 Years,200,15,0.0,1
4053,TNVU-TX1 Vanderbilt University Medical Center,Tennessee,5 or More Years,94,18,0.0,0
4063,TXAS-TX1 Baylor  Scott and White All Saints Medical Center-Fort Worth,Texas,All Time,902,42,1.0,0
4064,TXAS-TX1 Baylor  Scott and White All Saints Medical Center-Fort Worth,Texas,< 30 Days,38,8,0.0,0
4065,TXAS-TX1 Baylor  Scott and White All Saints Medical Center-Fort Worth,Texas,30 to < 90 Days,60,8,0.0,0
4066,TXAS-TX1 Baylor  Scott and White All Saints Medical Center-Fort Worth,Texas,90 Days to < 6 Months,108,7,0.0,0
4067,TXAS-TX1 Baylor  Scott and White All Saints Medical Center-Fort Worth,Texas,6 Months to < 1 Year,90,7,0.0,0
4068,TXAS-TX1 Baylor  Scott and White All Saints Medical Center-Fort Worth,Texas,1 Year to < 2 Years,246,5,1.0,0
4069,TXAS-TX1 Baylor  Scott and White All Saints Medical Center-Fort Worth,Texas,2 Years to < 3 Years,155,0,0.0,0
4070,TXAS-TX1 Baylor  Scott and White All Saints Medical Center-Fort Worth,Texas,3 Years to < 5 Years,114,1,0.0,0
4071,TXAS-TX1 Baylor  Scott and White All Saints Medical Center-Fort Worth,Texas,5 or More Years,91,6,0.0,0
4082,"TXBC-TX1 University Hospital, University of Texas Health Science Center",Texas,All Time,490,118,0.0,0
4083,"TXBC-TX1 University Hospital, University of Texas Health Science Center",Texas,< 30 Days,11,8,0.0,0
4084,"TXBC-TX1 University Hospital, University of Texas Health Science Center",Texas,30 to < 90 Days,21,11,0.0,0
4085,"TXBC-TX1 University Hospital, University of Texas Health Science Center",Texas,90 Days to < 6 Months,43,27,0.0,0
4086,"TXBC-TX1 University Hospital, University of Texas Health Science Center",Texas,6 Months to < 1 Year,71,22,0.0,0
4087,"TXBC-TX1 University Hospital, University of Texas Health Science Center",Texas,1 Year to < 2 Years,114,29,0.0,0
4088,"TXBC-TX1 University Hospital, University of Texas Health Science Center",Texas,2 Years to < 3 Years,78,13,0.0,0
4089,"TXBC-TX1 University Hospital, University of Texas Health Science Center",Texas,3 Years to < 5 Years,105,4,0.0,0
4090,"TXBC-TX1 University Hospital, University of Texas Health Science Center",Texas,5 or More Years,47,4,0.0,0
4097,TXCF-TX1 Cook Children's Medical Center,Texas,All Time,14,0,0.0,0
4098,TXCF-TX1 Cook Children's Medical Center,Texas,< 30 Days,7,0,0.0,0
4099,TXCF-TX1 Cook Children's Medical Center,Texas,30 to < 90 Days,3,0,0.0,0
4100,TXCF-TX1 Cook Children's Medical Center,Texas,90 Days to < 6 Months,2,0,0.0,0
4101,TXCF-TX1 Cook Children's Medical Center,Texas,6 Months to < 1 Year,1,0,0.0,0
4102,TXCF-TX1 Cook Children's Medical Center,Texas,2 Years to < 3 Years,1,0,0.0,0
4112,TXCM-TX1 Children's Medical Center of Dallas,Texas,All Time,31,28,0.0,14
4113,TXCM-TX1 Children's Medical Center of Dallas,Texas,< 30 Days,1,0,0.0,5
4114,TXCM-TX1 Children's Medical Center of Dallas,Texas,30 to < 90 Days,2,1,0.0,2
4115,TXCM-TX1 Children's Medical Center of Dallas,Texas,90 Days to < 6 Months,7,5,0.0,1
4117,TXCM-TX1 Children's Medical Center of Dallas,Texas,6 Months to < 1 Year,4,4,0.0,2
4118,TXCM-TX1 Children's Medical Center of Dallas,Texas,1 Year to < 2 Years,12,7,0.0,2
4119,TXCM-TX1 Children's Medical Center of Dallas,Texas,2 Years to < 3 Years,3,1,0.0,2
4120,TXCM-TX1 Children's Medical Center of Dallas,Texas,3 Years to < 5 Years,2,7,0.0,0
4121,TXCM-TX1 Children's Medical Center of Dallas,Texas,5 or More Years,0,3,0.0,0
4127,TXCT-TX1 Seton Medical Center Austin,Texas,All Time,0,0,0.0,10
4128,TXCT-TX1 Seton Medical Center Austin,Texas,< 30 Days,0,0,0.0,1
4129,TXCT-TX1 Seton Medical Center Austin,Texas,6 Months to < 1 Year,0,0,0.0,1
4130,TXCT-TX1 Seton Medical Center Austin,Texas,1 Year to < 2 Years,0,0,0.0,7
4131,TXCT-TX1 Seton Medical Center Austin,Texas,2 Years to < 3 Years,0,0,0.0,1
4136,TXDC-TX1 Driscoll Children's Hospital,Texas,All Time,6,0,0.0,0
4137,TXDC-TX1 Driscoll Children's Hospital,Texas,6 Months to < 1 Year,2,0,0.0,0
4138,TXDC-TX1 Driscoll Children's Hospital,Texas,1 Year to < 2 Years,3,0,0.0,0
4139,TXDC-TX1 Driscoll Children's Hospital,Texas,5 or More Years,1,0,0.0,0
4143,TXDL-TX1 Dell Children's Medical Center,Texas,All Time,0,0,0.0,2
4144,TXDL-TX1 Dell Children's Medical Center,Texas,< 30 Days,0,0,0.0,1
4145,TXDL-TX1 Dell Children's Medical Center,Texas,30 to < 90 Days,0,0,0.0,1
4155,TXDM-TX1 North Austin Medical Center,Texas,All Time,107,0,0.0,0
4156,TXDM-TX1 North Austin Medical Center,Texas,< 30 Days,7,0,0.0,0
4157,TXDM-TX1 North Austin Medical Center,Texas,30 to < 90 Days,12,0,0.0,0
4159,TXDM-TX1 North Austin Medical Center,Texas,90 Days to < 6 Months,16,0,0.0,0
4160,TXDM-TX1 North Austin Medical Center,Texas,6 Months to < 1 Year,12,0,0.0,0
4161,TXDM-TX1 North Austin Medical Center,Texas,1 Year to < 2 Years,22,0,0.0,0
4162,TXDM-TX1 North Austin Medical Center,Texas,2 Years to < 3 Years,9,0,0.0,0
4163,TXDM-TX1 North Austin Medical Center,Texas,3 Years to < 5 Years,9,0,0.0,0
4164,TXDM-TX1 North Austin Medical Center,Texas,5 or More Years,20,0,0.0,0
4173,TXDR-TX1 Doctor's Hospital at Renaissance,Texas,All Time,222,0,0.0,0
4174,TXDR-TX1 Doctor's Hospital at Renaissance,Texas,< 30 Days,9,0,0.0,0
4175,TXDR-TX1 Doctor's Hospital at Renaissance,Texas,30 to < 90 Days,9,0,0.0,0
4176,TXDR-TX1 Doctor's Hospital at Renaissance,Texas,90 Days to < 6 Months,20,0,0.0,0
4177,TXDR-TX1 Doctor's Hospital at Renaissance,Texas,6 Months to < 1 Year,37,0,0.0,0
4178,TXDR-TX1 Doctor's Hospital at Renaissance,Texas,1 Year to < 2 Years,75,0,0.0,0
4179,TXDR-TX1 Doctor's Hospital at Renaissance,Texas,2 Years to < 3 Years,41,0,0.0,0
4180,TXDR-TX1 Doctor's Hospital at Renaissance,Texas,3 Years to < 5 Years,31,0,0.0,0
4190,TXFW-TX1 Texas Health Harris Methodist Fort Worth Hospital,Texas,All Time,131,0,0.0,0
4191,TXFW-TX1 Texas Health Harris Methodist Fort Worth Hospital,Texas,< 30 Days,1,0,0.0,0
4192,TXFW-TX1 Texas Health Harris Methodist Fort Worth Hospital,Texas,30 to < 90 Days,16,0,0.0,0
4193,TXFW-TX1 Texas Health Harris Methodist Fort Worth Hospital,Texas,90 Days to < 6 Months,21,0,0.0,0
4194,TXFW-TX1 Texas Health Harris Methodist Fort Worth Hospital,Texas,6 Months to < 1 Year,37,0,0.0,0
4195,TXFW-TX1 Texas Health Harris Methodist Fort Worth Hospital,Texas,1 Year to < 2 Years,24,0,0.0,0
4196,TXFW-TX1 Texas Health Harris Methodist Fort Worth Hospital,Texas,2 Years to < 3 Years,19,0,0.0,0
4197,TXFW-TX1 Texas Health Harris Methodist Fort Worth Hospital,Texas,3 Years to < 5 Years,11,0,0.0,0
4198,TXFW-TX1 Texas Health Harris Methodist Fort Worth Hospital,Texas,5 or More Years,2,0,0.0,0
4209,TXHD-TX1 Medical City Dallas Hospital,Texas,All Time,258,0,2.0,7
4210,TXHD-TX1 Medical City Dallas Hospital,Texas,< 30 Days,20,0,0.0,1
4211,TXHD-TX1 Medical City Dallas Hospital,Texas,30 to < 90 Days,14,0,0.0,0
4212,TXHD-TX1 Medical City Dallas Hospital,Texas,90 Days to < 6 Months,32,0,1.0,2
4213,TXHD-TX1 Medical City Dallas Hospital,Texas,6 Months to < 1 Year,36,0,0.0,0
4214,TXHD-TX1 Medical City Dallas Hospital,Texas,1 Year to < 2 Years,88,0,0.0,1
4215,TXHD-TX1 Medical City Dallas Hospital,Texas,2 Years to < 3 Years,37,0,0.0,2
4216,TXHD-TX1 Medical City Dallas Hospital,Texas,3 Years to < 5 Years,25,0,1.0,1
4217,TXHD-TX1 Medical City Dallas Hospital,Texas,5 or More Years,6,0,0.0,0
4227,"TXHH-TX1 Memorial Hermann Hospital, University of Texas at Houston",Texas,All Time,225,33,0.0,55
4228,"TXHH-TX1 Memorial Hermann Hospital, University of Texas at Houston",Texas,< 30 Days,2,1,0.0,8
4229,"TXHH-TX1 Memorial Hermann Hospital, University of Texas at Houston",Texas,30 to < 90 Days,11,4,0.0,5
4230,"TXHH-TX1 Memorial Hermann Hospital, University of Texas at Houston",Texas,90 Days to < 6 Months,10,9,0.0,8
4231,"TXHH-TX1 Memorial Hermann Hospital, University of Texas at Houston",Texas,6 Months to < 1 Year,27,9,0.0,5
4232,"TXHH-TX1 Memorial Hermann Hospital, University of Texas at Houston",Texas,1 Year to < 2 Years,42,7,0.0,12
4233,"TXHH-TX1 Memorial Hermann Hospital, University of Texas at Houston",Texas,2 Years to < 3 Years,51,1,0.0,8
4234,"TXHH-TX1 Memorial Hermann Hospital, University of Texas at Houston",Texas,3 Years to < 5 Years,51,2,0.0,8
4235,"TXHH-TX1 Memorial Hermann Hospital, University of Texas at Houston",Texas,5 or More Years,31,0,0.0,1
4246,TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,Texas,All Time,827,233,0.0,33
4247,TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,Texas,< 30 Days,14,9,0.0,2
4248,TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,Texas,30 to < 90 Days,24,18,0.0,3
4249,TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,Texas,90 Days to < 6 Months,61,30,0.0,3
4250,TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,Texas,6 Months to < 1 Year,74,37,0.0,3
4251,TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,Texas,1 Year to < 2 Years,217,59,0.0,11
4252,TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,Texas,2 Years to < 3 Years,152,24,0.0,3
4253,TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,Texas,3 Years to < 5 Years,178,30,0.0,4
4254,TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,Texas,5 or More Years,107,26,0.0,4
4264,TXHS-TX1 Methodist Specialty and Transplant Hospital,Texas,All Time,1545,150,9.0,20
4265,TXHS-TX1 Methodist Specialty and Transplant Hospital,Texas,< 30 Days,51,9,1.0,2
4266,TXHS-TX1 Methodist Specialty and Transplant Hospital,Texas,30 to < 90 Days,83,11,0.0,5
4267,TXHS-TX1 Methodist Specialty and Transplant Hospital,Texas,90 Days to < 6 Months,162,22,2.0,6
4268,TXHS-TX1 Methodist Specialty and Transplant Hospital,Texas,6 Months to < 1 Year,224,39,0.0,2
4269,TXHS-TX1 Methodist Specialty and Transplant Hospital,Texas,1 Year to < 2 Years,371,46,2.0,5
4270,TXHS-TX1 Methodist Specialty and Transplant Hospital,Texas,2 Years to < 3 Years,304,12,2.0,0
4271,TXHS-TX1 Methodist Specialty and Transplant Hospital,Texas,3 Years to < 5 Years,226,1,1.0,0
4272,TXHS-TX1 Methodist Specialty and Transplant Hospital,Texas,5 or More Years,124,10,1.0,0
4282,TXJS-TX1 University of Texas Medical Branch at Galveston,Texas,All Time,470,60,2.0,11
4283,TXJS-TX1 University of Texas Medical Branch at Galveston,Texas,< 30 Days,15,2,0.0,0
4285,TXJS-TX1 University of Texas Medical Branch at Galveston,Texas,30 to < 90 Days,40,8,0.0,0
4286,TXJS-TX1 University of Texas Medical Branch at Galveston,Texas,90 Days to < 6 Months,42,1,1.0,0
4287,TXJS-TX1 University of Texas Medical Branch at Galveston,Texas,6 Months to < 1 Year,73,8,0.0,2
4288,TXJS-TX1 University of Texas Medical Branch at Galveston,Texas,1 Year to < 2 Years,92,14,0.0,5
4289,TXJS-TX1 University of Texas Medical Branch at Galveston,Texas,2 Years to < 3 Years,93,12,0.0,3
4290,TXJS-TX1 University of Texas Medical Branch at Galveston,Texas,3 Years to < 5 Years,85,12,1.0,1
4291,TXJS-TX1 University of Texas Medical Branch at Galveston,Texas,5 or More Years,30,3,0.0,0
4301,TXLP-TX1 Las Palmas Medical Center,Texas,All Time,197,0,0.0,0
4302,TXLP-TX1 Las Palmas Medical Center,Texas,< 30 Days,8,0,0.0,0
4303,TXLP-TX1 Las Palmas Medical Center,Texas,30 to < 90 Days,9,0,0.0,0
4304,TXLP-TX1 Las Palmas Medical Center,Texas,90 Days to < 6 Months,12,0,0.0,0
4305,TXLP-TX1 Las Palmas Medical Center,Texas,6 Months to < 1 Year,18,0,0.0,0
4306,TXLP-TX1 Las Palmas Medical Center,Texas,1 Year to < 2 Years,71,0,0.0,0
4307,TXLP-TX1 Las Palmas Medical Center,Texas,2 Years to < 3 Years,41,0,0.0,0
4308,TXLP-TX1 Las Palmas Medical Center,Texas,3 Years to < 5 Years,32,0,0.0,0
4309,TXLP-TX1 Las Palmas Medical Center,Texas,5 or More Years,6,0,0.0,0
4319,TXMC-TX1 Methodist Dallas Medical Center,Texas,All Time,494,70,1.0,0
4320,TXMC-TX1 Methodist Dallas Medical Center,Texas,< 30 Days,15,11,0.0,0
4321,TXMC-TX1 Methodist Dallas Medical Center,Texas,30 to < 90 Days,14,2,0.0,0
4322,TXMC-TX1 Methodist Dallas Medical Center,Texas,90 Days to < 6 Months,50,9,0.0,0
4323,TXMC-TX1 Methodist Dallas Medical Center,Texas,6 Months to < 1 Year,77,17,0.0,0
4324,TXMC-TX1 Methodist Dallas Medical Center,Texas,1 Year to < 2 Years,161,18,1.0,0
4325,TXMC-TX1 Methodist Dallas Medical Center,Texas,2 Years to < 3 Years,85,7,0.0,0
4327,TXMC-TX1 Methodist Dallas Medical Center,Texas,3 Years to < 5 Years,74,4,0.0,0
4328,TXMC-TX1 Methodist Dallas Medical Center,Texas,5 or More Years,18,2,0.0,0
4338,TXMH-TX1 Houston Methodist Hospital,Texas,All Time,1359,370,10.0,63
4339,TXMH-TX1 Houston Methodist Hospital,Texas,< 30 Days,28,23,0.0,7
4340,TXMH-TX1 Houston Methodist Hospital,Texas,30 to < 90 Days,43,32,0.0,6
4341,TXMH-TX1 Houston Methodist Hospital,Texas,90 Days to < 6 Months,100,51,0.0,5
4342,TXMH-TX1 Houston Methodist Hospital,Texas,6 Months to < 1 Year,131,72,1.0,7
